0	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	X4.8851361.8851762	.	..1	X8851361.1	X8851762.1	X0	X1	X401	X8851353	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName
ENSMUSG00000072978	6.014066339	-0.006189068	0.30138159	0.956503841	0.976425102	RP23-421G18.2	chr1	79195962	79196363	1:79195962-79196363	.	.	79195962	79196363	0	1	401	79195955	cluster_3	Distal Intergenic	1	78967637	78968079	443	2	ENSMUST00000049117	-227884	ENSMUSG00000072978
ENSMUSG00000073236	185.94573	-0.034733546	0.199828757	0.824671479	0.901712651	RP23-192G18.7	chr2	153332188	153332589	2:153332188-153332589	.	.	153332188	153332589	0	1	401	153332187	cluster_3	3' UTR	2	153342515	153343221	707	2	ENSMUST00000125345	10632	ENSMUSG00000073236
ENSMUSG00000073430	2.240746403	-0.078753928	0.335481958	0.218888719	0	RP24-333C3.1	chr17	27315042	27315443	17:27315042-27315443	.	.	27315042	27315443	0	1	401	27315040	cluster_2	Distal Intergenic	17	27342460	27344825	2366	1	ENSMUST00000151398	-27017	ENSMUSG00000073430
ENSMUSG00000073530	122.8810201	-1.888848253	0.354622821	5.50602E-09	1.55996E-07	Pappa2	chr1	158733231	158733632	1:158733231-158733632	.	.	158733231	158733632	0	1	401	158733230	cluster_3	Intron (ENSMUST00000159861/ENSMUSG00000073530, intron 20 of 21)	1	158765085	158814469	49385	2	ENSMUST00000161589	80837	ENSMUSG00000073530
ENSMUSG00000073565	97.20795891	-0.151927784	0.166907047	0.289057521	0.469817178	Prr16	chr18	51083483	51083884	18:51083483-51083884	.	.	51083483	51083884	0	1	401	51083478	cluster_1	Distal Intergenic	18	51117898	51304641	186744	1	ENSMUST00000116639	-34014	ENSMUSG00000073565
ENSMUSG00000073678	7996.125628	-0.556714113	0.331583066	0.01319385	0.049089277	Pgap1	chr1	54578595	54578996	1:54578595-54578996	.	.	54578595	54578996	0	1	401	54578590	cluster_1	Distal Intergenic	1	54473000	54557684	84685	2	ENSMUST00000097739	-20912	ENSMUSG00000073678
ENSMUSG00000073678	7996.125628	-0.556714113	0.331583066	0.01319385	0.049089277	Pgap1	chr1	54584710	54585111	1:54584710-54585111	.	.	54584710	54585111	0	1	401	54584705	cluster_3	Distal Intergenic	1	54473000	54557684	84685	2	ENSMUST00000097739	-27027	ENSMUSG00000073678
ENSMUSG00000073684	1423.276453	0.27819029	0.143217245	0.034451005	0.102743531	Faap20	chr4	155246634	155247035	4:155246634-155247035	.	.	155246634	155247035	0	1	401	155246633	cluster_2	Promoter (2-3kb)	4	155249802	155256419	6618	1	ENSMUST00000126803	-2767	ENSMUSG00000073684
ENSMUSG00000073686	1.541635577	-0.070416211	0.336373384	0.105161959	0	RP23-173K14.1	chr4	155034749	155035150	4:155034749-155035150	.	.	155034749	155035150	0	1	401	155034748	cluster_3	Intron (ENSMUST00000135665/ENSMUSG00000029055, intron 1 of 21)	4	155042046	155045422	3377	1	ENSMUST00000097750	-6896	ENSMUSG00000073686
ENSMUSG00000073737	8.480005235	0.325657273	0.466229633	0.073055797	0.180371724	RP23-143L15.1	chr1	15218602	15219003	1:15218602-15219003	.	.	15218602	15219003	0	1	401	15218601	cluster_3	Distal Intergenic	1	15268799	15269797	999	2	ENSMUST00000086739	50794	ENSMUSG00000073737
ENSMUSG00000073791	116.0349178	-0.117621793	0.195689454	0.455249645	0.628571534	Efcab7	chr4	99837869	99838270	4:99837869-99838270	.	.	99837869	99838270	0	1	401	99837860	cluster_3	Intron (ENSMUST00000097959/ENSMUSG00000073791, intron 1 of 12)	4	99831394	99912610	81217	1	ENSMUST00000097959	6476	ENSMUSG00000073791
ENSMUSG00000074071	15.98149047	-0.047051371	0.273899975	0.758421425	0.860707266	Fam169b	chr7	68290265	68290666	7:68290265-68290666	.	.	68290265	68290666	0	1	401	68290259	cluster_3	Intron (ENSMUST00000125685/ENSMUSG00000074071, intron 1 of 8)	7	68300113	68363087	62975	1	ENSMUST00000098378	-9447	ENSMUSG00000074071
ENSMUSG00000074092	1.407023268	0.002036903	0.322840367	0.974217773	0	AC110559.1	chr7	52563135	52563536	7:52563135-52563536	.	.	52563135	52563536	0	1	401	52563130	cluster_1	Distal Intergenic	7	52755465	52755728	264	1	ENSMUST00000117187	-191929	ENSMUSG00000074092
ENSMUSG00000074171	67.2214638	0.302244201	0.265527133	0.108950984	0.240136137	RP23-235I2.3	chr8	90876232	90876633	8:90876232-90876633	.	.	90876232	90876633	0	1	401	90876223	cluster_3	Intron (ENSMUST00000048665/ENSMUSG00000056608, intron 2 of 39)	8	90907939	90908415	477	2	ENSMUST00000098517	31782	ENSMUSG00000074171
ENSMUSG00000074178	98.55916014	0.233365111	0.291593951	0.203407717	0.37101361	Gm10638	chr8	86730545	86730946	8:86730545-86730946	.	.	86730545	86730946	0	1	401	86730537	cluster_3	Intron (ENSMUST00000045296/ENSMUSG00000036840, intron 1 of 1)	8	86745699	86746603	905	1	ENSMUST00000098532	-14753	ENSMUSG00000074178
ENSMUSG00000074207	1.411457491	0.011383446	0.325996169	0.721911842	0	Adh1	chr3	138248710	138249111	3:138248710-138249111	.	.	138248710	138249111	0	1	401	138248709	cluster_3	Distal Intergenic	3	138260991	138282781	21791	1	ENSMUST00000162032	-11880	ENSMUSG00000074207
ENSMUSG00000074228	23.47698109	-0.076267351	0.25753775	0.641556513	0.7791347	Gm10645	chr8	83200625	83201026	8:83200625-83201026	.	.	83200625	83201026	0	1	401	83200617	cluster_1	Intron (ENSMUST00000034145/ENSMUSG00000031709, intron 1 of 17)	8	83165081	83166170	1090	2	ENSMUST00000098605	-34456	ENSMUSG00000074228
ENSMUSG00000074412	3.968129848	0.107591192	0.340790126	0.228772147	0	Gm10689	chr8	25418317	25418718	8:25418317-25418718	.	.	25418317	25418718	0	1	401	25418315	cluster_3	Distal Intergenic	8	25454273	25454704	432	1	ENSMUST00000098864	-35555	ENSMUSG00000074412
ENSMUSG00000074505	1939.627412	-0.530248373	0.582610519	0.029008233	0.090264197	Fat3	chr9	16272780	16273181	9:16272780-16273181	.	.	16272780	16273181	0	1	401	16272779	cluster_3	Intron (ENSMUST00000082170/ENSMUSG00000074505, intron 1 of 24)	9	15910205	16378231	468027	2	ENSMUST00000082170	105050	ENSMUSG00000074505
ENSMUSG00000074505	1939.627412	-0.530248373	0.582610519	0.029008233	0.090264197	Fat3	chr9	16297983	16298384	9:16297983-16298384	.	.	16297983	16298384	0	1	401	16297982	cluster_3	Intron (ENSMUST00000082170/ENSMUSG00000074505, intron 1 of 24)	9	15910205	16378231	468027	2	ENSMUST00000082170	79847	ENSMUSG00000074505
ENSMUSG00000074505	1939.627412	-0.530248373	0.582610519	0.029008233	0.090264197	Fat3	chr9	16660852	16661253	9:16660852-16661253	.	.	16660852	16661253	0	1	401	16660851	cluster_1	Distal Intergenic	9	15910205	16378231	468027	2	ENSMUST00000082170	-282622	ENSMUSG00000074505
ENSMUSG00000074553	5.140385776	0.047165258	0.306072437	0.694242512	0.817833204	RP23-137A20.1	chr14	39822151	39822552	14:39822151-39822552	.	.	39822151	39822552	0	1	401	39822148	cluster_3	Distal Intergenic	14	40006220	40006555	336	1	ENSMUST00000086606	-183668	ENSMUSG00000074553
ENSMUSG00000074715	178.9315693	0.156035661	0.175061844	0.298528758	0.479561986	Ccl28	chr13	119626741	119627142	13:119626741-119627142	.	.	119626741	119627142	0	1	401	119626740	cluster_3	Promoter (2-3kb)	13	119623819	119654354	30536	1	ENSMUST00000099241	2923	ENSMUSG00000074715
ENSMUSG00000074738	1208.095877	-0.017871984	0.085238886	0.826475922	0.902939334	RP23-183D11.6	chr4	155690982	155691383	4:155690982-155691383	.	.	155690982	155691383	0	1	401	155690981	cluster_3	Promoter (2-3kb)	4	155694342	155696481	2140	1	ENSMUST00000099265	-2959	ENSMUSG00000074738
ENSMUSG00000074758	1.279449004	-0.024183537	0.32657593	0.729583185	0	RP23-17O9.4	chr2	144187953	144188354	2:144187953-144188354	.	.	144187953	144188354	0	1	401	144187952	cluster_3	Promoter (<=1kb)	2	144173150	144189290	16141	2	ENSMUST00000099292	936	ENSMUSG00000074758
ENSMUSG00000074766	126.1756733	0.055538594	0.21227347	0.730764373	0.842603311	Ism1	chr2	139696619	139697020	2:139696619-139697020	.	.	139696619	139697020	0	1	401	139696618	cluster_3	Intron (ENSMUST00000099307/ENSMUSG00000074766, intron 1 of 5)	2	139678178	139758581	80404	1	ENSMUST00000099307	18442	ENSMUSG00000074766
ENSMUSG00000074793	36.42582147	0.969154644	0.464999675	0.002577239	0.013252404	Hspa12b	chr2	131124031	131124432	2:131124031-131124432	.	.	131124031	131124432	0	1	401	131124030	cluster_3	Promoter (2-3kb)	2	131127280	131146321	19042	1	ENSMUST00000099349	-2848	ENSMUSG00000074793
ENSMUSG00000074794	3319.673844	0.091184216	0.071382712	0.191411354	0.356503512	Arrdc3	chr13	80641336	80641737	13:80641336-80641737	.	.	80641336	80641737	0	1	401	80641328	cluster_3	Distal Intergenic	13	80883384	80889643	6260	1	ENSMUST00000159090	-241647	ENSMUSG00000074794
ENSMUSG00000074794	3319.673844	0.091184216	0.071382712	0.191411354	0.356503512	Arrdc3	chr13	80680751	80681152	13:80680751-80681152	.	.	80680751	80681152	0	1	401	80680743	cluster_1	Distal Intergenic	13	80883384	80889643	6260	1	ENSMUST00000159090	-202232	ENSMUSG00000074794
ENSMUSG00000074892	1228.590822	-0.045309629	0.110695606	0.659061283	0.792401231	B3galt5	chr16	96252158	96252559	16:96252158-96252559	.	.	96252158	96252559	0	1	401	96252149	cluster_2	Intron (ENSMUST00000113800/ENSMUSG00000074892, intron 2 of 3)	16	96235801	96319859	84059	1	ENSMUST00000113800	16358	ENSMUSG00000074892
ENSMUSG00000074968	1117.935237	0.036083255	0.127041797	0.754202247	0.858376859	Ano3	chr2	110816172	110816573	2:110816172-110816573	.	.	110816172	110816573	0	1	401	110816171	cluster_3	Intron (ENSMUST00000099623/ENSMUSG00000074968, intron 4 of 26)	2	110713183	110761564	48382	2	ENSMUST00000140777	-54609	ENSMUSG00000074968
ENSMUSG00000075000	539.8796679	-0.038135844	0.129808043	0.764796295	0.864883171	Nrbf2	chr10	67400640	67401041	10:67400640-67401041	.	.	67400640	67401041	0	1	401	67400634	cluster_3	Distal Intergenic	10	67266689	67285305	18617	2	ENSMUST00000077839	-115336	ENSMUSG00000075000
ENSMUSG00000075028	651.8802872	0.008993984	0.133811905	0.948806792	0.972055691	Prdm11	chr2	93005477	93005878	2:93005477-93005878	.	.	93005477	93005878	0	1	401	93005468	cluster_3	Intron (ENSMUST00000111274/ENSMUSG00000075028, intron 4 of 6)	2	93009973	93013910	3938	2	ENSMUST00000130441	8032	ENSMUSG00000075028
ENSMUSG00000075053	74.09921795	-0.002975876	0.192954589	0.983653529	0.990986531	Vdac3-ps1	chr13	18060293	18060694	13:18060293-18060694	.	.	18060293	18060694	0	1	401	18060292	cluster_1	Distal Intergenic	13	18030324	18031629	1306	2	ENSMUST00000099736	-28665	ENSMUSG00000075053
ENSMUSG00000075229	631.1773367	0.059995297	0.110076774	0.565097391	0.719994655	Ccdc58	chr16	36100363	36100764	16:36100363-36100764	.	.	36100363	36100764	0	1	401	36100360	cluster_3	Distal Intergenic	16	36081275	36092118	10844	1	ENSMUST00000099937	19089	ENSMUSG00000075229
ENSMUSG00000075266	354.6774031	-0.119294823	0.151538568	0.368069578	0.549658903	Cenpw	chr10	30030657	30031058	10:30030657-30031058	.	.	30030657	30031058	0	1	401	30030654	cluster_1	Distal Intergenic	10	30196011	30200540	4530	2	ENSMUST00000099985	169482	ENSMUSG00000075266
ENSMUSG00000075266	354.6774031	-0.119294823	0.151538568	0.368069578	0.549658903	Cenpw	chr10	30242263	30242664	10:30242263-30242664	.	.	30242263	30242664	0	1	401	30242260	cluster_1	Distal Intergenic	10	30196011	30200540	4530	2	ENSMUST00000099985	-41724	ENSMUSG00000075266
ENSMUSG00000075266	354.6774031	-0.119294823	0.151538568	0.368069578	0.549658903	Cenpw	chr10	30257802	30258203	10:30257802-30258203	.	.	30257802	30258203	0	1	401	30257799	cluster_1	Distal Intergenic	10	30196011	30200540	4530	2	ENSMUST00000099985	-57263	ENSMUSG00000075266
ENSMUSG00000075324	15.04618311	-0.072941238	0.285931243	0.622597172	0.764396706	Fign	chr2	63854484	63854885	2:63854484-63854885	.	.	63854484	63854885	0	1	401	63854478	cluster_3	Distal Intergenic	2	63980447	64097988	117542	2	ENSMUST00000126042	243103	ENSMUSG00000075324
ENSMUSG00000075389	279.1256271	-0.014990914	0.185041387	0.92005442	0.956264752	RP23-37J21.6	chr11	120173186	120173587	11:120173186-120173587	.	.	120173186	120173587	0	1	401	120173185	cluster_3	Distal Intergenic	11	120185400	120188751	3352	2	ENSMUST00000155681	15164	ENSMUSG00000075389
ENSMUSG00000075470	3373.765601	-0.638058728	0.095466402	4.87469E-12	2.60185E-10	Alg10b	chr15	90203838	90204239	15:90203838-90204239	.	.	90203838	90204239	0	1	401	90203829	cluster_3	Distal Intergenic	15	90224311	90230554	6244	1	ENSMUST00000100309	-20072	ENSMUSG00000075470
ENSMUSG00000075478	1717.87068	-1.871807734	0.248615426	1.39335E-15	1.42354E-13	Slitrk1	chr14	109158560	109158961	14:109158560-109158961	.	.	109158560	109158961	0	1	401	109158559	cluster_3	Distal Intergenic	14	108909991	108914239	4249	2	ENSMUST00000100322	-244322	ENSMUSG00000075478
ENSMUSG00000075520	20.20596254	-0.56182749	0.414439163	0.023450863	0.076712079	Malrd1	chr2	16085338	16085739	2:16085338-16085739	.	.	16085338	16085739	0	1	401	16085337	cluster_3	Intron (ENSMUST00000146205/ENSMUSG00000075520, intron 2 of 5)	2	16042126	16150806	108681	1	ENSMUST00000146205	43213	ENSMUSG00000075520
ENSMUSG00000076218	5.954495705	0.337234539	0.54851288	0.037277567	0.109098366	Mir692-1	chr17	6865562	6865963	17:6865562-6865963	.	.	6865562	6865963	0	1	401	6865556	cluster_3	Distal Intergenic	17	6895229	6895337	109	2	ENSMUST00000102263	29374	ENSMUSG00000076218
ENSMUSG00000076435	625.9039485	-0.059401597	0.17281606	0.683544187	0.810374222	Acsf2	chr11	94570911	94571312	11:94570911-94571312	.	.	94570911	94571312	0	1	401	94570902	cluster_3	Promoter (<=1kb)	11	94569307	94570778	1472	2	ENSMUST00000144615	-134	ENSMUSG00000076435
ENSMUSG00000078117	96.71263413	-1.190080989	0.603350137	0.001375965	0.007925512	Gm16485	chr9	9093072	9093473	9:9093072-9093473	.	.	9093072	9093473	0	1	401	9093063	cluster_3	Intron (ENSMUST00000093893/ENSMUSG00000050730, intron 4 of 22)	9	8971791	8975773	3983	1	ENSMUST00000104915	121282	ENSMUSG00000078117
ENSMUSG00000078126	40.96113012	0.153916243	0.243656557	0.372011496	0.553828419	Rpl23a-ps3	chr14	34179401	34179802	14:34179401-34179802	.	.	34179401	34179802	0	1	401	34179398	cluster_1	Distal Intergenic	14	34170655	34171168	514	1	ENSMUST00000104925	8747	ENSMUSG00000078126
ENSMUSG00000078161	541.1443857	0.627669292	0.181210261	0.000100877	0.000877696	Erich3	chr3	154786933	154787334	3:154786933-154787334	.	.	154786933	154787334	0	1	401	154786932	cluster_3	Intron (ENSMUST00000064076/ENSMUSG00000040086, intron 24 of 24)	3	154762157	154767787	5631	1	ENSMUST00000098496	24777	ENSMUSG00000078161
ENSMUSG00000078162	21.45977634	0.081701754	0.274568269	0.607061904	0.752012102	RP24-445M20.1	chr3	143102298	143102699	3:143102298-143102699	.	.	143102298	143102699	0	1	401	143102297	cluster_3	Distal Intergenic	3	142962611	142963612	1002	1	ENSMUST00000098560	139688	ENSMUSG00000078162
ENSMUSG00000078162	21.45977634	0.081701754	0.274568269	0.607061904	0.752012102	RP24-445M20.1	chr3	143316524	143316925	3:143316524-143316925	.	.	143316524	143316925	0	1	401	143316523	cluster_3	Distal Intergenic	3	142962611	142963612	1002	1	ENSMUST00000098560	353914	ENSMUSG00000078162
ENSMUSG00000078234	2162.852626	0.061192408	0.158147771	0.664021321	0.796056249	Klhdc7a	chr4	139995907	139996308	4:139995907-139996308	.	.	139995907	139996308	0	1	401	139995906	cluster_3	Distal Intergenic	4	139962173	139968026	5854	2	ENSMUST00000105031	-27882	ENSMUSG00000078234
ENSMUSG00000078429	5545.575783	0.232665895	0.153970967	0.093308809	0.215325565	Ctdsp2	chr10	126953067	126953468	10:126953067-126953468	.	.	126953067	126953468	0	1	401	126953066	cluster_1	Distal Intergenic	10	126978717	126999975	21259	1	ENSMUST00000105256	-25249	ENSMUSG00000078429
ENSMUSG00000078627	22.19596504	0.78905694	0.673231959	0.013113572	0.048832541	March10	chr11	105402363	105402764	11:105402363-105402764	.	.	105402363	105402764	0	1	401	105402362	cluster_3	Intron (ENSMUST00000138977/ENSMUSG00000078627, intron 5 of 11)	11	105396695	105408707	12013	2	ENSMUST00000151305	5943	ENSMUSG00000078627
ENSMUSG00000078716	4508.726243	-0.406668689	0.143795497	0.001623428	0.009089489	Tmem8b	chr4	43678531	43678932	4:43678531-43678932	.	.	43678531	43678932	0	1	401	43678527	cluster_3	Intron (ENSMUST00000107865/ENSMUSG00000078716, intron 3 of 12)	4	43674460	43686205	11746	1	ENSMUST00000141864	4072	ENSMUSG00000078716
ENSMUSG00000078952	27.20331581	-0.236108074	0.351206663	0.175222602	0.335248086	Lncenc1	chr13	97386639	97387040	13:97386639-97387040	.	.	97386639	97387040	0	1	401	97386630	cluster_1	Distal Intergenic	13	97434970	97497007	62038	1	ENSMUST00000109431	-47930	ENSMUSG00000078952
ENSMUSG00000078952	27.20331581	-0.236108074	0.351206663	0.175222602	0.335248086	Lncenc1	chr13	97559626	97560027	13:97559626-97560027	.	.	97559626	97560027	0	1	401	97559617	cluster_3	Distal Intergenic	13	97482955	97489700	6746	1	ENSMUST00000180371	76672	ENSMUSG00000078952
ENSMUSG00000078958	14.66713283	0.171767182	0.357796204	0.184144043	0.347492468	Atp6ap1l	chr13	90896783	90897184	13:90896783-90897184	.	.	90896783	90897184	0	1	401	90896774	cluster_2	Intron (ENSMUST00000109541/ENSMUSG00000078958, intron 4 of 6)	13	90883460	90905355	21896	2	ENSMUST00000109541	8171	ENSMUSG00000078958
ENSMUSG00000079055	789.1705116	0.86533732	0.200283322	1.53206E-06	2.38034E-05	Slc8a3	chr12	81278101	81278502	12:81278101-81278502	.	.	81278101	81278502	0	1	401	81278093	cluster_1	Intron (ENSMUST00000064594/ENSMUSG00000079055, intron 2 of 7)	12	81197915	81333180	135266	2	ENSMUST00000064594	54678	ENSMUSG00000079055
ENSMUSG00000079056	1439.875994	-0.045558415	0.09018292	0.597956464	0.744868455	Kcnip3	chr2	127504143	127504544	2:127504143-127504544	.	.	127504143	127504544	0	1	401	127504142	cluster_3	Intron (ENSMUST00000028850/ENSMUSG00000079056, intron 2 of 8)	2	127456498	127521370	64873	2	ENSMUST00000028850	16826	ENSMUSG00000079056
ENSMUSG00000079061	10.7307206	-0.03110144	0.304926952	0.777316914	0.872069204	Gm11042	chr12	74407627	74408028	12:74407627-74408028	.	.	74407627	74408028	0	1	401	74407620	cluster_1	Distal Intergenic	12	74315110	74316394	1285	2	ENSMUST00000110441	-91234	ENSMUSG00000079061
ENSMUSG00000079061	10.7307206	-0.03110144	0.304926952	0.777316914	0.872069204	Gm11042	chr12	74452427	74452828	12:74452427-74452828	.	.	74452427	74452828	0	1	401	74452420	cluster_2	Distal Intergenic	12	74315110	74316394	1285	2	ENSMUST00000110441	-136034	ENSMUSG00000079061
ENSMUSG00000079110	42.3309073	-0.14466418	0.279475987	0.386108548	0.56675205	Capn3	chr2	120464579	120464980	2:120464579-120464980	.	.	120464579	120464980	0	1	401	120464578	cluster_1	Promoter (1-2kb)	2	120463579	120504913	41335	1	ENSMUST00000110721	1001	ENSMUSG00000079110
ENSMUSG00000079110	42.3309073	-0.14466418	0.279475987	0.386108548	0.56675205	Capn3	chr2	120470892	120471293	2:120470892-120471293	.	.	120470892	120471293	0	1	401	120470891	cluster_1	Intron (ENSMUST00000124129/ENSMUSG00000079110, intron 4 of 24)	2	120476918	120504913	27996	1	ENSMUST00000110716	-5625	ENSMUSG00000079110
ENSMUSG00000079215	4203.813495	-0.175867012	0.102402501	0.068331709	0.17160548	Zfp664	chr5	124900124	124900525	5:124900124-124900525	.	.	124900124	124900525	0	1	401	124900123	cluster_1	Intron (ENSMUST00000141533/ENSMUSG00000079215, intron 3 of 3)	5	124884569	124888630	4062	1	ENSMUST00000134473	15556	ENSMUSG00000079215
ENSMUSG00000079333	5.165442505	-0.078161335	0.326475609	0.393827373	0.574344598	Gm11096	chr17	81267443	81267844	17:81267443-81267844	.	.	81267443	81267844	0	1	401	81267435	cluster_3	Distal Intergenic	17	81441763	81441923	161	1	ENSMUST00000168858	-173919	ENSMUSG00000079333
ENSMUSG00000079333	5.165442505	-0.078161335	0.326475609	0.393827373	0.574344598	Gm11096	chr17	81419791	81420192	17:81419791-81420192	.	.	81419791	81420192	0	1	401	81419783	cluster_3	Intron (ENSMUST00000086538/ENSMUSG00000054640, intron 8 of 9)	17	81441763	81441923	161	1	ENSMUST00000168858	-21571	ENSMUSG00000079333
ENSMUSG00000079355	42.67638728	0.123609159	0.234783786	0.465047918	0.636628161	Ackr4	chr9	104170523	104170924	9:104170523-104170924	.	.	104170523	104170924	0	1	401	104170522	cluster_2	Exon (ENSMUST00000035170/ENSMUSG00000032560, exon 11 of 56)	9	104098138	104126643	28506	2	ENSMUST00000076147	-43881	ENSMUSG00000079355
ENSMUSG00000079465	227.4078294	-0.068439492	0.192497019	0.659531787	0.792602117	Col4a3	chr1	82707631	82708032	1:82707631-82708032	.	.	82707631	82708032	0	1	401	82707623	cluster_3	Intron (ENSMUST00000113457/ENSMUSG00000079465, intron 43 of 51)	1	82715304	82718884	3581	1	ENSMUST00000125563	-7272	ENSMUSG00000079465
ENSMUSG00000079575	7.919617695	-0.109010143	0.312880173	0.427885205	0.605420004	Rbpsuh-rs3	chr6	46715493	46715894	6:46715493-46715894	.	.	46715493	46715894	0	1	401	46715489	cluster_1	Intron (ENSMUST00000114641/ENSMUSG00000039419, intron 13 of 23)	6	46529351	46530922	1572	2	ENSMUST00000114639	-184572	ENSMUSG00000079575
ENSMUSG00000079604	3.563580891	0.040708533	0.319633426	0.631525433	0	RP23-385L14.1	chr2	9369461	9369862	2:9369461-9369862	.	.	9369461	9369862	0	1	401	9369452	cluster_1	Intron (ENSMUST00000152599/ENSMUSG00000079604, intron 1 of 3)	2	9352520	9411632	59113	1	ENSMUST00000154223	16942	ENSMUSG00000079604
ENSMUSG00000079608	58.85149318	-0.162643477	0.217662138	0.329425538	0.512178095	Stard6	chr18	70444981	70445382	18:70444981-70445382	.	.	70444981	70445382	0	1	401	70444974	cluster_3	Distal Intergenic	18	70472454	70501066	28613	1	ENSMUST00000114959	-27072	ENSMUSG00000079608
ENSMUSG00000079657	441.3497309	-0.995893403	0.162059177	7.69618E-11	3.26386E-09	Rab26	chr17	24533867	24534268	17:24533867-24534268	.	.	24533867	24534268	0	1	401	24533865	cluster_3	Promoter (<=1kb)	17	24529054	24533888	4835	2	ENSMUST00000035797	0	ENSMUSG00000079657
ENSMUSG00000079884	25.59051	0.224306596	0.330171814	0.204564143	0.372334717	RP23-312J21.1	chr9	33790595	33790996	9:33790595-33790996	.	.	33790595	33790996	0	1	401	33790592	cluster_3	Distal Intergenic	9	33728213	33728889	677	1	ENSMUST00000116000	62383	ENSMUSG00000079884
ENSMUSG00000080779	1.694981248	0.00764489	0.321056161	0.910292247	0	AC139759.2	chr18	60782886	60783287	18:60782886-60783287	.	.	60782886	60783287	0	1	401	60782880	cluster_3	Distal Intergenic	18	60778983	60779394	412	2	ENSMUST00000118088	-3493	ENSMUSG00000080779
ENSMUSG00000080783	35.71629599	0.632876911	0.393212249	0.012388497	0.0467463	AC147474.2	chr19	18584631	18585032	19:18584631-18585032	.	.	18584631	18585032	0	1	401	18584630	cluster_3	Exon (ENSMUST00000025631/ENSMUSG00000024725, exon 2 of 10)	19	18581455	18582228	774	1	ENSMUST00000117398	3177	ENSMUSG00000080783
ENSMUSG00000080783	35.71629599	0.632876911	0.393212249	0.012388497	0.0467463	AC147474.2	chr19	18589410	18589811	19:18589410-18589811	.	.	18589410	18589811	0	1	401	18589409	cluster_1	Exon (ENSMUST00000025631/ENSMUSG00000024725, exon 4 of 10)	19	18581455	18582228	774	1	ENSMUST00000117398	7956	ENSMUSG00000080783
ENSMUSG00000080978	4.733696464	-0.105269426	0.341536306	0.182446656	0.345507714	RP23-475F22.1	chr11	66674641	66675042	11:66674641-66675042	.	.	66674641	66675042	0	1	401	66674635	cluster_3	Distal Intergenic	11	66563607	66564580	974	1	ENSMUST00000121380	111035	ENSMUSG00000080978
ENSMUSG00000080980	1.335279176	-0.002643816	0.32521172	0.989360389	0	RP23-130E22.1	chr11	81553743	81554144	11:81553743-81554144	.	.	81553743	81554144	0	1	401	81553735	cluster_1	Intron (ENSMUST00000066197/ENSMUSG00000020704, intron 1 of 9)	11	81572655	81573473	819	2	ENSMUST00000117522	19329	ENSMUSG00000080980
ENSMUSG00000080989	9.674771609	-0.042412009	0.281603101	0.773855622	0.870051063	RP23-136C22.3	chr2	130877380	130877781	2:130877380-130877781	.	.	130877380	130877781	0	1	401	130877379	cluster_3	Intron (ENSMUST00000146975/ENSMUSG00000027309, intron 1 of 3)	2	130880866	130882133	1268	1	ENSMUST00000121864	-3085	ENSMUSG00000080989
ENSMUSG00000080989	9.674771609	-0.042412009	0.281603101	0.773855622	0.870051063	RP23-136C22.3	chr2	130885740	130886141	2:130885740-130886141	.	.	130885740	130886141	0	1	401	130885739	cluster_3	Intron (ENSMUST00000146975/ENSMUSG00000027309, intron 1 of 3)	2	130880866	130882133	1268	1	ENSMUST00000121864	4875	ENSMUSG00000080989
ENSMUSG00000081067	32.01967309	0.182429955	0.372919278	0.140509764	0.28629855	RP23-285N19.4	chr4	75204759	75205160	4:75204759-75205160	.	.	75204759	75205160	0	1	401	75204752	cluster_1	Distal Intergenic	4	75147609	75148989	1381	1	ENSMUST00000121596	57151	ENSMUSG00000081067
ENSMUSG00000081111	12.53233802	0.026094471	0.290589076	0.850079649	0.917574368	AC146815.1	chr8	97556623	97557024	8:97556623-97557024	.	.	97556623	97557024	0	1	401	97556614	cluster_3	Distal Intergenic	8	97427712	97429110	1399	2	ENSMUST00000119397	-127514	ENSMUSG00000081111
ENSMUSG00000081111	12.53233802	0.026094471	0.290589076	0.850079649	0.917574368	AC146815.1	chr8	97936872	97937273	8:97936872-97937273	.	.	97936872	97937273	0	1	401	97936863	cluster_3	Distal Intergenic	8	97427712	97429110	1399	2	ENSMUST00000119397	-507763	ENSMUSG00000081111
ENSMUSG00000081113	13.50236229	-0.291611286	0.385824569	0.115603167	0.249710247	RP23-387P23.1	chr6	127264300	127264701	6:127264300-127264701	.	.	127264300	127264701	0	1	401	127264299	cluster_3	Distal Intergenic	6	127282063	127282509	447	2	ENSMUST00000121087	17808	ENSMUSG00000081113
ENSMUSG00000081157	5.363897488	0.075649584	0.305270286	0.5672341	0.721444742	RP23-114N20.1	chr2	59530792	59531193	2:59530792-59531193	.	.	59530792	59531193	0	1	401	59530787	cluster_3	Distal Intergenic	2	59564268	59564684	417	2	ENSMUST00000118837	33491	ENSMUSG00000081157
ENSMUSG00000081176	51.13516567	0.333946035	0.243039593	0.068729403	0.172390217	H3f3a-ps2	chr16	91111151	91111552	16:91111151-91111552	.	.	91111151	91111552	0	1	401	91111142	cluster_3	Downstream (2-3kb)	16	91114189	91114599	411	2	ENSMUST00000119544	3047	ENSMUSG00000081176
