.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	FOXG1_unique
ENSMUSG00000048832	1449.87998	-0.158405336	0.082342655	0.046350532	0.128512187	Vps37c	Shared
ENSMUSG00000048834	1954.187731	-0.107853314	0.177067092	0.466476879	0.637807421	Vstm2a	Shared
ENSMUSG00000048874	2850.367971	0.265397134	0.127943494	0.024844226	0.080257721	Phf3	Shared
ENSMUSG00000048895	11314.6417	-0.303849629	0.14715032	0.020799448	0.069788029	Cdk5r1	Shared
ENSMUSG00000048897	805.1150263	-0.08810064	0.089120189	0.310185158	0.49246208	Zfp710	Shared
ENSMUSG00000048899	679.3655592	-0.784181653	0.20142187	1.30305E-05	0.000152367	Rimkla	Shared
ENSMUSG00000048905	82.38767751	0.282442317	0.233167432	0.110002916	0.241831325	RP24-318I24.1	Shared
ENSMUSG00000048915	1010.669679	-0.178859027	0.151527523	0.184779733	0.348328135	Efna5	Shared
ENSMUSG00000048916	11.70634291	0.116515154	0.311115582	0.41275917	0.592429776	AC113279.4	Shared
ENSMUSG00000048960	982.3294853	-0.490197721	0.152641508	0.000381655	0.002706437	Prex2	Shared
ENSMUSG00000048965	1119.071161	-0.218552487	0.15263624	0.105859759	0.235245201	Mrgpre	Shared
ENSMUSG00000048967	364.1179723	0.11355069	0.170181658	0.418680602	0.598261058	Yjefn3	Shared
ENSMUSG00000048978	2012.475859	0.422679442	0.348038514	0.047494148	0.131107959	Nrsn1	Shared
ENSMUSG00000048988	215.7591898	0.666279499	0.291651511	0.002599339	0.013322026	Elfn1	Shared
ENSMUSG00000048997	704.2656116	-0.380594474	0.138969469	0.002638076	0.0134898	Atxn7l2	Shared
ENSMUSG00000049013	1.363798622	0.023739699	0.329720932	0.305625	.	Prss48	Shared
ENSMUSG00000049038	343.3651792	-0.078350439	0.142944484	0.541008738	0.701093259	Mterf2	Shared
ENSMUSG00000049044	2663.899614	-0.893765274	0.205663515	1.34126E-06	2.10655E-05	Rapgef4	Shared
ENSMUSG00000049086	1635.943088	0.144846534	0.111841779	0.167725918	0.325415207	Bmyc	Shared
ENSMUSG00000049090	1447.579484	-0.031877797	0.121048182	0.775347763	0.870791539	Zadh2	Shared
ENSMUSG00000049093	21.53429416	-0.100670025	0.323904817	0.377521494	0.559519547	Il23r	Shared
ENSMUSG00000049097	693.2124202	-0.052169172	0.253524399	0.739516652	0.848280083	Ankrd34a	Shared
ENSMUSG00000049100	5303.142463	-0.132913859	0.131393864	0.274326242	0.454231444	Pcdh10	Shared
ENSMUSG00000049107	165.2629262	-0.413502288	0.392359051	0.048054661	0.132330213	Ntf3	Shared
ENSMUSG00000049109	2.112432872	0.028602255	0.327549945	0.389890967	.	Themis	Shared
ENSMUSG00000049112	240.3236686	-0.98583834	0.398424988	0.000607523	0.004008342	Oxtr	Shared
ENSMUSG00000049115	13.43105126	-0.059496601	0.319924455	0.512862082	0.67688961	Agtr1a	Shared
ENSMUSG00000049119	2190.995126	0.198236653	0.168915998	0.148553541	0.297757867	Fam110b	Shared
ENSMUSG00000049122	1114.700156	-0.30040005	0.152883064	0.02779169	0.087148983	Frmd3	Shared
ENSMUSG00000049128	59.27799304	-1.931854522	1.057603385	0.003403471	0.016606084	Ivl	Shared
ENSMUSG00000049148	107.5961309	-1.831401929	0.372231353	3.06916E-08	7.15277E-07	Plcxd3	Shared
ENSMUSG00000049154	250.7095973	0.238642115	0.261328809	0.183145852	0.346377845	Fam183b	Shared
ENSMUSG00000049164	486.3195173	-0.490780906	0.13000625	4.63773E-05	0.000454538	Zfp518a	Shared
ENSMUSG00000049230	172.6398211	-0.362405646	0.188410103	0.022489033	0.07414124	RP24-137C19.1	Shared
ENSMUSG00000049232	665.9755048	-0.080799894	0.106557869	0.421603917	0.600438301	Tigd2	Shared
ENSMUSG00000049233	21.86773284	0.487105844	0.368042546	0.033969203	0.101606241	RP23-344D21.3	Shared
ENSMUSG00000049252	1477.408076	-0.481487861	0.242293923	0.012781222	0.047871649	Lrp1b	Shared
ENSMUSG00000049265	584.3964404	0.022703638	0.200287107	0.888802806	0.939431703	Kcnk3	Shared
ENSMUSG00000049281	6938.653193	-1.627102354	0.203796681	2.64252E-17	3.58762E-15	Scn3b	Shared
ENSMUSG00000049288	4650.099507	-0.457223991	0.124404491	7.83653E-05	0.000708772	Lix1l	Shared
ENSMUSG00000049295	2899.729407	0.180800553	0.111752222	0.078676608	0.19050713	Zfp219	Shared
ENSMUSG00000049300	782.3745717	-0.397768211	0.11148453	0.000152689	0.001250001	Prmt6	Shared
ENSMUSG00000049303	633.3610467	-0.747612933	0.174032868	2.34475E-06	3.44459E-05	Syt12	Shared
ENSMUSG00000049313	4503.008392	0.231074468	0.119733157	0.039410591	0.113842188	Sorl1	Shared
ENSMUSG00000049321	696.8975325	-0.060434346	0.103370909	0.537300515	0.698166245	Zfp2	Shared
ENSMUSG00000049327	2744.220921	0.625449845	0.155729338	1.10065E-05	0.000131668	Setd8	Shared
ENSMUSG00000049336	6484.218486	-1.858136625	0.23589698	1.28831E-16	1.54208E-14	Tenm2	Shared
ENSMUSG00000049349	4.973622482	-0.019952603	0.311613632	0.836797119	0.909595321	AC131122.2	Shared
ENSMUSG00000049354	13859.44127	-0.139216355	0.144314387	0.278313722	0.458619117	Dcaf7	Shared
ENSMUSG00000049382	655.5101534	1.514889133	0.266164133	5.47165E-10	1.92833E-08	Krt8	Shared
ENSMUSG00000049387	3.953857879	0.117477061	0.342934756	0.210867249	.	Cox7b2	Shared
ENSMUSG00000049401	4166.690767	0.119911611	0.080789074	0.119726607	0.256405008	Ogfr	Shared
ENSMUSG00000049404	51.52470225	-0.858933732	0.628200929	0.007372244	0.031030611	Rarres1	Shared
ENSMUSG00000049409	109.1359126	-0.181272006	0.256683546	0.290487252	0.471279522	Prokr1	Shared
ENSMUSG00000049411	518.6224887	0.466500294	0.163143921	0.001290016	0.007503087	Tmem241	Shared
ENSMUSG00000049414	18.06216728	-0.037958664	0.278480688	0.796464341	0.885244597	RP23-10K12.2	Shared
ENSMUSG00000049420	1561.295103	-0.715308334	0.117102799	1.68256E-10	6.63481E-09	Tmem200a	Shared
ENSMUSG00000049439	651.4708292	-0.123088419	0.122519521	0.278028509	0.458314104	Cyp20a1	Shared
ENSMUSG00000049470	8367.391712	-0.331232081	0.131803046	0.005978333	0.026227653	Aff4	Shared
ENSMUSG00000049489	559.1827035	0.112025394	0.089136965	0.195159498	0.361054744	Fam58b	Shared
ENSMUSG00000049504	886.9119875	0.232189304	0.142567942	0.069940736	0.174643432	Proser1	Shared
ENSMUSG00000049511	52.9735031	-1.205630109	0.388709886	0.000124628	0.001049421	Htr1b	Shared
ENSMUSG00000049516	1163.104625	0.758435113	0.168059798	8.5084E-07	1.3914E-05	Spty2d1	Shared
ENSMUSG00000049526	61.25790059	-0.103988117	0.227559853	0.530561652	0.691827519	Tmem202	Shared
ENSMUSG00000049532	3489.195733	0.033046291	0.077126168	0.652399425	0.787245763	Sall2	Shared
ENSMUSG00000049537	2.053195611	-0.064146738	0.33481676	0.170159548	.	Tecrl	Shared
ENSMUSG00000049538	80.62139136	0.399616353	0.325628663	0.051341751	0.139035112	Adamts16	Shared
ENSMUSG00000049550	4183.848535	-0.129792055	0.120171723	0.251556125	0.429147684	Clip1	Shared
ENSMUSG00000049553	2014.715824	-0.145856838	0.092821582	0.103987927	0.232361844	Polr1a	Shared
ENSMUSG00000049556	8445.503354	-0.901580272	0.178965891	5.34043E-08	1.19777E-06	Lingo1	Shared
ENSMUSG00000049565	4.117098078	-0.038335225	0.314038304	0.70289797	.	Aknad1	Shared
ENSMUSG00000049571	304.4320477	0.29960283	0.264431705	0.110656636	0.242731846	Cfap46	Shared
ENSMUSG00000049577	614.9637844	0.070585991	0.184512826	0.641033182	0.778592629	Zfpm1	Shared
ENSMUSG00000049580	2178.722233	0.104253938	0.099208167	0.273996009	0.45398192	Tsku	Shared
ENSMUSG00000049583	7105.490619	-2.166251348	0.212408223	1.13589E-25	5.10622E-23	Grm5	Shared
ENSMUSG00000049606	2231.849116	-0.149408389	0.095159659	0.097529335	0.222225801	Zfp644	Shared
ENSMUSG00000049612	714.2144307	-1.10326683	0.362754682	0.000149294	0.001226172	Omg	Shared
ENSMUSG00000049624	706.043297	-0.245873897	0.142830207	0.058301985	0.152949146	Slc17a5	Shared
ENSMUSG00000049630	2410.007501	-0.035226994	0.227913867	0.824686626	0.901712651	C1ql3	Shared
ENSMUSG00000049659	1839.13475	0.44961471	0.130148297	0.000183722	0.001461465	Aftph	Shared
ENSMUSG00000049672	777.4497218	-0.144676815	0.119859841	0.193931763	0.359747421	Zbtb14	Shared
ENSMUSG00000049686	883.3073655	-0.090851256	0.112781413	0.39021128	0.571005785	Orai1	Shared
ENSMUSG00000049690	635.3130478	-0.219634561	0.133160963	0.072531144	0.179280609	Nckap5	Shared
ENSMUSG00000049709	5.315216984	-0.150476098	0.348951012	0.207508474	0.376401727	Nlrp10	Shared
ENSMUSG00000049717	664.0671294	-0.436234213	0.09177443	7.60266E-07	1.25958E-05	Lig4	Shared
ENSMUSG00000049723	15.58409057	-0.141780994	0.320123893	0.328417271	0.511239628	Mmp12	Shared
ENSMUSG00000049728	809.2613891	0.138038756	0.155843779	0.311022175	0.493367829	Zfp668	Shared
ENSMUSG00000049744	59.63835574	0.174152231	0.21737872	0.29928222	0.480308833	Arhgap15	Shared
ENSMUSG00000049755	988.7091655	0.234799635	0.089873737	0.006401086	0.027727533	Zfp672	Shared
ENSMUSG00000049760	2475.796773	0.080542214	0.081727915	0.309240607	0.491408345	2410015M20Rik	Shared
ENSMUSG00000049796	8.734302985	-0.402923527	0.616702723	0.034954628	0.103877945	Crh	Shared
ENSMUSG00000049800	1143.578339	-0.356261496	0.127359012	0.002423799	0.012601137	Sertad2	Shared
ENSMUSG00000049807	4077.367273	0.058182729	0.149052519	0.661722834	0.794326561	Arhgap23	Shared
ENSMUSG00000049811	404.8174758	0.64011372	0.17971604	6.67934E-05	0.000620369	Fam161a	Shared
ENSMUSG00000049823	736.0391412	0.009340438	0.11650031	0.933916052	0.963823122	Zbtb12	Shared
ENSMUSG00000049866	6715.25171	0.556159167	0.216745498	0.001938163	0.010500028	Arl4c	Shared
ENSMUSG00000049871	82.37788346	-0.851901204	0.281361491	0.000262547	0.0019598	Nlrc3	Shared
ENSMUSG00000049872	413.1603393	-0.050301063	0.134610166	0.681511461	0.80896058	Fam26e	Shared
ENSMUSG00000049891	22.38593568	0.280851458	0.335315188	0.143302397	0.29061796	RP23-267J18.6	Shared
ENSMUSG00000049892	77.28743162	0.316398275	0.307873761	0.106015849	0.235436888	Rasd1	Shared
ENSMUSG00000049907	949.6559384	-0.646074971	0.135652117	4.37287E-07	7.69876E-06	Rasl11b	Shared
ENSMUSG00000049922	799.9139095	-0.05673006	0.126330507	0.624765968	0.765823836	Slc35c1	Shared
ENSMUSG00000049928	3.468545274	-0.134966059	0.354732138	0.149887485	.	Glp2r	Shared
ENSMUSG00000049932	1528.41419	0.133214057	0.134490736	0.282819846	0.463252037	H2afx	Shared
ENSMUSG00000049939	1597.352618	-0.229626963	0.094752807	0.010915515	0.042333197	Lrrc4	Shared
ENSMUSG00000049940	5787.234378	-0.186331956	0.103652068	0.057872355	0.152177286	Pgrmc2	Shared
ENSMUSG00000049946	343.4287031	-0.128808012	0.207873906	0.428607277	0.606247334	AC116475.2	Shared
ENSMUSG00000049950	261.4723062	0.362260052	0.13534303	0.003455141	0.016813335	Rpp38	Shared
ENSMUSG00000049960	1167.04493	0.188144605	0.085790818	0.022818583	0.074983288	Mrps16	Shared
ENSMUSG00000049969	681.3711573	0.086855826	0.176206618	0.554419285	0.711317797	Plekhf2	Shared
ENSMUSG00000049971	513.6234998	-0.255743939	0.250343644	0.155568581	0.308166552	Glt1d1	Shared
ENSMUSG00000049985	112.5722818	0.238844699	0.180109888	0.116488872	0.251214581	Ankrd55	Shared
ENSMUSG00000050002	742.4030068	0.032319018	0.09747521	0.730011497	0.842359396	Idnk	Shared
ENSMUSG00000050017	3828.157811	-0.062563431	0.072968393	0.382878267	0.564234317	Pitpnb	Shared
ENSMUSG00000050022	330.5599954	-0.496508086	0.146788798	0.000206542	0.001611312	Amz1	Shared
ENSMUSG00000050050	186.5800066	-0.102216474	0.167371398	0.476856765	0.646580569	Ccdc158	Shared
ENSMUSG00000050064	1053.766498	-0.19976741	0.149240232	0.130718129	0.272973783	Zfp697	Shared
ENSMUSG00000050069	148.0056364	1.033631723	0.305414167	5.78011E-05	0.00054715	Grem2	Shared
ENSMUSG00000050088	1250.803782	0.326918134	0.138419746	0.009150715	0.036791001	RP24-221F4.2	Shared
ENSMUSG00000050103	43.78470579	-0.173921312	0.299830573	0.304835241	0.486586609	Agmo	Shared
ENSMUSG00000050107	73.75562475	-0.491035808	0.556690448	0.030070325	0.09275581	Gsg2	Shared
ENSMUSG00000050122	486.8086282	0.209737938	0.23366559	0.225435536	0.397500509	Vwa3b	Shared
ENSMUSG00000050132	2509.391784	-0.302714969	0.162705715	0.033119034	0.099623039	Sarm1	Shared
ENSMUSG00000050138	198.6453744	-0.452900617	0.284061543	0.026773267	0.084756872	Kcnk12	Shared
ENSMUSG00000050144	3679.91686	0.214718181	0.151219219	0.108911509	0.24010145	Slc25a44	Shared
ENSMUSG00000050147	11.41172851	0.053464512	0.295922199	0.697354834	0.820033283	F2rl3	Shared
ENSMUSG00000050164	106.6742419	-0.475899713	0.23296782	0.010755166	0.041857742	Mchr1	Shared
ENSMUSG00000050188	782.8120214	0.360181359	0.087222502	1.82275E-05	0.000204847	Lsm10	Shared
ENSMUSG00000050195	324.4152446	0.157800544	0.270867866	0.362520162	0.544224146	Scd4	Shared
ENSMUSG00000050199	1810.190425	-0.041891101	0.110047057	0.706351867	0.826497186	Lgr4	Shared
ENSMUSG00000050211	107.9786092	0.024322211	0.313968184	0.792967588	0.882971395	Pla2g4e	Shared
ENSMUSG00000050222	256.3435031	-0.094423256	0.128744841	0.424445163	0.602956545	Il17d	Shared
ENSMUSG00000050229	923.0365009	0.36396215	0.108220905	0.000366031	0.002613639	Pigm	Shared
ENSMUSG00000050240	473.4518535	-0.007744365	0.120012068	0.93776977	0.965696634	Hic2	Shared
ENSMUSG00000050243	4.459677032	-0.026041307	0.312903238	0.786815497	.	RP24-389O11.1	Shared
ENSMUSG00000050248	852.9914981	0.080185938	0.145958205	0.53984998	0.70012984	Evc2	Shared
ENSMUSG00000050271	1590.470904	0.291057114	0.139608969	0.02260735	0.074410035	Prag1	Shared
ENSMUSG00000050272	2156.595802	-0.445435098	0.244698789	0.018102182	0.062446973	Dscam	Shared
ENSMUSG00000050296	22.83466804	-1.09766311	0.497465157	0.001400299	0.008029093	Abca12	Shared
ENSMUSG00000050299	324.2116055	0.428047311	0.162577369	0.00289867	0.01456825	RP24-142P6.5	Shared
ENSMUSG00000050310	1646.726405	-0.20960325	0.12805319	0.074408145	0.182648023	Rictor	Shared
ENSMUSG00000050312	477.8608837	0.366638771	0.169703173	0.012564099	0.047250263	Nsun3	Shared
ENSMUSG00000050315	593.2420323	0.143909508	0.174170737	0.331834963	0.514500611	Synpo2	Shared
ENSMUSG00000050321	1207.215366	-0.95814521	0.227187247	2.38363E-06	3.49156E-05	Neto1	Shared
ENSMUSG00000050323	303.0807963	-0.043606118	0.159037045	0.752019317	0.857289308	Ndufaf6	Shared
ENSMUSG00000050334	2739.469431	-0.067416418	0.09467486	0.455367455	0.628650845	RP23-88A13.2	Shared
ENSMUSG00000050335	428.7125329	0.383155286	0.215097027	0.027210965	0.08587373	Lgals3	Shared
ENSMUSG00000050370	11.08436596	-0.041880508	0.292101881	0.76029153	0.862055791	Ch25h	Shared
ENSMUSG00000050377	2.904407796	-0.085114221	0.338301298	0.181821704	.	Il31ra	Shared
ENSMUSG00000050395	5.731454494	-0.106961421	0.339021123	0.251667099	0.429221245	Tnfsf15	Shared
ENSMUSG00000050423	16.37660315	0.945184057	0.509852082	0.004139054	0.019458267	Ppp1r3g	Shared
ENSMUSG00000050447	766.3524388	-0.380139662	0.205791715	0.022616488	0.07442098	Lypd6	Shared
ENSMUSG00000050471	791.3184705	0.051195318	0.109591791	0.61858338	0.761475275	Fam118b	Shared
ENSMUSG00000050490	12.21717779	0.199520167	0.345959198	0.204455867	0.37220462	RP23-132J19.2	Shared
ENSMUSG00000050503	7.61807936	0.649095912	1.067723108	0.017340137	0.060415712	Fbxl22	Shared
ENSMUSG00000050505	1488.372759	-1.789368062	0.250722597	4.07184E-14	3.18028E-12	Pcdh20	Shared
ENSMUSG00000050511	82.76283114	-0.788882908	0.307517437	0.001132357	0.006727297	Oprd1	Shared
ENSMUSG00000050530	4297.558197	-0.152711367	0.099603084	0.107900315	0.23852207	Fam171a1	Shared
ENSMUSG00000050533	1.103828674	0.005996521	0.323744729	0.912001115	.	RP23-49O22.1	Shared
ENSMUSG00000050541	178.6602606	0.363360224	0.437871888	0.051702062	0.139730263	Adra1b	Shared
ENSMUSG00000050549	153.1704648	-1.28591681	0.329949002	5.35823E-06	7.05215E-05	RP23-173N16.6	Shared
ENSMUSG00000050550	2.315398539	-0.030285747	0.319852648	0.695721356	.	RP23-305A10.3	Shared
ENSMUSG00000050552	1858.616225	0.010658616	0.103582644	0.893023905	0.941963739	Lamtor4	Shared
ENSMUSG00000050558	271.1659615	-1.158524951	0.25690017	3.96693E-07	7.1141E-06	Prokr2	Shared
ENSMUSG00000050565	4632.035176	-0.082643623	0.093854858	0.361629063	0.543341894	Tor1aip2	Shared
ENSMUSG00000050578	68.4809864	-0.088789999	0.336413723	0.126556004	0.266927475	Mmp13	Shared
ENSMUSG00000050587	1525.421069	-0.196771701	0.134589255	0.099321682	0.22496678	Lrrc4c	Shared
ENSMUSG00000050600	3.567585585	-0.23280386	0.432041665	0.048798873	.	Zfp831	Shared
ENSMUSG00000050605	509.2813064	0.032594788	0.117403143	0.769242907	0.867603334	Zfp61	Shared
ENSMUSG00000050612	3.771303721	-0.02683641	0.32059133	0.722074806	.	Txndc2	Shared
ENSMUSG00000050621	133.4275377	0.290803615	0.194169767	0.07048012	0.175584033	Rps27rt	Shared
ENSMUSG00000050625	15.60647597	0.286624583	0.393714089	0.11682705	0.251816133	Ccdc121	Shared
ENSMUSG00000050627	4250.69186	1.292186672	0.209123333	2.71173E-11	1.26687E-09	Gpd1l	Shared
ENSMUSG00000050628	917.4884069	0.490769977	0.170326336	0.001113723	0.006641952	Ubald2	Shared
ENSMUSG00000050640	1322.349682	-0.741247077	0.155676788	2.81678E-07	5.23238E-06	Tmem150c	Shared
ENSMUSG00000050663	297.27706	-0.966925577	0.238104573	4.56374E-06	6.17525E-05	Trhde	Shared
ENSMUSG00000050666	708.7754148	0.852431402	0.191689748	1.00392E-06	1.61562E-05	Vstm4	Shared
ENSMUSG00000050711	9297.622132	0.214861392	0.232781829	0.211347353	0.38111478	Scg2	Shared
ENSMUSG00000050721	851.1648869	-0.161847525	0.146084836	0.213122939	0.383473166	Plekho2	Shared
ENSMUSG00000050730	1114.258486	0.149770947	0.109570078	0.146355805	0.294990374	Arhgap42	Shared
ENSMUSG00000050737	839.5482487	-0.047819407	0.143089559	0.704411401	0.825055772	Ptges	Shared
ENSMUSG00000050751	2475.020753	-0.07785467	0.139224664	0.536124281	0.696893667	Pgbd5	Shared
ENSMUSG00000050783	9.017299135	-0.331448609	0.584378246	0.008381586	0.034405275	Htr1f	Shared
ENSMUSG00000050786	353.2941323	0.611331682	0.172058763	7.65497E-05	0.000695029	Ccdc126	Shared
ENSMUSG00000050808	7.905645962	-0.10631686	0.333604097	0.297479166	0.47850716	Muc15	Shared
ENSMUSG00000050812	5602.656288	-0.177771627	0.097443305	0.055304397	0.147262426	RP23-211P15.1	Shared
ENSMUSG00000050821	6523.24879	-0.385908548	0.212753429	0.023499887	0.076810344	Fam131a	Shared
ENSMUSG00000050822	5755.929759	-0.324963849	0.17632604	0.032576022	0.098531752	Slc29a4	Shared
ENSMUSG00000050830	60.6807193	0.802898749	0.25814295	0.00021931	0.001690067	Vwc2	Shared
ENSMUSG00000050840	575.0528075	0.440442908	0.133531847	0.000346532	0.002492718	Cdh20	Shared
ENSMUSG00000050844	1.638096118	0.02194437	0.321176207	0.76409903	.	RP24-374M24.1	Shared
ENSMUSG00000050866	3.775497122	-0.065200479	0.332690301	0.222666489	.	Clrn3	Shared
ENSMUSG00000050891	805.8574204	0.199296085	0.095785444	0.029180093	0.090564946	Tatdn1	Shared
ENSMUSG00000050896	1342.720217	-0.906105466	0.280841367	0.000111957	0.000959653	Rtn4rl2	Shared
ENSMUSG00000050908	2501.455447	0.172294416	0.110411469	0.094905545	0.21799072	Tvp23a	Shared
ENSMUSG00000050910	1300.807386	-0.1648685	0.131337676	0.157757324	0.311188312	Cdr2l	Shared
ENSMUSG00000050919	1.160482778	-0.010923975	0.325454746	0.916722755	.	Zfp366	Shared
ENSMUSG00000050930	284.6383166	-0.189026875	0.139565191	0.133012789	0.276197466	Map10	Shared
ENSMUSG00000050944	194.9426354	-0.019010233	0.191786985	0.904991146	0.947521655	Efcab5	Shared
ENSMUSG00000050945	285.3370072	0.250901977	0.155310184	0.068276441	0.171551872	Zfp438	Shared
ENSMUSG00000050953	6472.292458	-0.210372899	0.173587453	0.157843588	0.311262809	Gja1	Shared
ENSMUSG00000050954	306.3207248	-0.264343245	0.200641052	0.101792447	0.228744658	Zfp169	Shared
ENSMUSG00000050963	419.5365857	0.144212651	0.202327727	0.371874384	0.553665041	Kcns2	Shared
ENSMUSG00000050965	5667.44106	-0.843920671	0.141649446	4.11741E-10	1.49267E-08	Prkca	Shared
ENSMUSG00000050967	2033.454747	0.117380979	0.12194111	0.302443288	0.483684503	Creg2	Shared
ENSMUSG00000050989	2460.440158	0.127037257	0.091451931	0.147343766	0.29616624	Sepn1	Shared
ENSMUSG00000050994	83.60630032	0.008908252	0.255720412	0.958180184	0.977361181	Adgb	Shared
ENSMUSG00000051000	256.4753691	-0.101244655	0.247741781	0.528163114	0.689793507	Fam160a1	Shared
ENSMUSG00000051007	1436.256971	0.270101325	0.076631955	0.000376401	0.002678233	Pddc1	Shared
ENSMUSG00000051029	189.5103777	-0.082947684	0.251629147	0.613191097	0.757231734	Serpinb1b	Shared
ENSMUSG00000051037	84.46231695	-0.531786698	0.258080276	0.008476945	0.034656449	Zfp455	Shared
ENSMUSG00000051043	841.7385848	1.074715794	0.240763563	4.62119E-07	8.11476E-06	Gprc5c	Shared
ENSMUSG00000051048	697.3643638	-0.256116956	0.188118965	0.101279082	0.228021652	P4ha3	Shared
ENSMUSG00000051062	1280.39373	0.179780468	0.183101554	0.239730525	0.414932825	Fbll1	Shared
ENSMUSG00000051065	1730.726123	-0.112571931	0.114498705	0.289448645	0.470226199	Mb21d2	Shared
ENSMUSG00000051067	1081.748609	-0.407288551	0.233964864	0.025466707	0.081808443	Lingo3	Shared
ENSMUSG00000051074	34.95088348	0.077437448	0.238369925	0.643329679	0.780351147	RP23-307B15.1	Shared
ENSMUSG00000051076	4.224566239	-0.084295403	0.341907125	0.159828889	.	Vtcn1	Shared
ENSMUSG00000051079	151.4994449	4.278657605	0.506810054	4.351E-20	9.7796E-18	Rgs13	Shared
ENSMUSG00000051111	2122.689992	0.610763027	0.279535642	0.004115256	0.019373402	Sv2c	Shared
ENSMUSG00000051116	4.536087643	-0.071758054	0.310459552	0.556777321	.	AC119899.1	Shared
ENSMUSG00000051136	30.36147897	-2.792611568	0.766726896	3.37745E-06	4.74792E-05	Ghsr	Shared
ENSMUSG00000051146	3426.332566	0.471650493	0.158383177	0.000876568	0.005449477	Camk2n2	Shared
ENSMUSG00000051149	79.49710054	-0.051038963	0.273342664	0.737410016	0.84693506	Adnp	Shared
ENSMUSG00000051177	4207.141469	-0.105334032	0.199071495	0.502378773	0.668135135	Plcb1	Shared
ENSMUSG00000051185	1686.435771	0.352196311	0.119609211	0.001560923	0.00879552	Fam174a	Shared
ENSMUSG00000051234	3102.635086	-0.101273073	0.123117766	0.37219835	0.553984285	Rnf7	Shared
ENSMUSG00000051236	1503.892518	0.095475446	0.17591043	0.529877428	0.691273732	Msrb3	Shared
ENSMUSG00000051238	691.537304	-0.111934517	0.113075013	0.289707318	0.470419758	Swsap1	Shared
ENSMUSG00000051243	20309.2269	-0.203625404	0.168996098	0.160429864	0.314928261	Islr2	Shared
ENSMUSG00000051246	144.0846476	0.344106198	0.306110589	0.080745894	0.194152942	Msantd1	Shared
ENSMUSG00000051255	84.9804635	0.064060578	0.174330264	0.665452814	0.797148397	Gm6563	Shared
ENSMUSG00000051256	1494.515373	-0.210095776	0.093480446	0.017269895	0.060212463	Jagn1	Shared
ENSMUSG00000051279	290.0114327	-1.755397939	0.586741515	2.27184E-05	0.000247304	Gdf6	Shared
ENSMUSG00000051285	3150.226833	0.078231062	0.092198688	0.400922543	0.581339124	Pcmtd1	Shared
ENSMUSG00000051295	9.723912824	0.118894943	0.333265194	0.308766598	0.490963647	AC131980.1	Shared
ENSMUSG00000051297	35.60847688	0.057528123	0.278436716	0.707472755	0.827236042	RP23-204P24.2	Shared
ENSMUSG00000051306	1184.877659	-0.181137559	0.119575922	0.102410924	0.229700695	Usp42	Shared
ENSMUSG00000051329	895.128276	0.004262703	0.143353485	0.952973459	0.974701565	Nup160	Shared
ENSMUSG00000051331	4256.141083	-0.557106288	0.2165206	0.002445783	0.012699114	Cacna1c	Shared
ENSMUSG00000051335	1041.797469	-1.245111554	0.2206534	1.05366E-09	3.54062E-08	Gfod1	Shared
ENSMUSG00000051339	2479.45452	-0.409001254	0.131679116	0.000809889	0.005114298	AC162528.2	Shared
ENSMUSG00000051344	865.7129488	0.158668855	0.140449324	0.210481601	0.380095724	Plekhm3	Shared
ENSMUSG00000051351	3695.029773	0.147994464	0.185535395	0.342951419	0.525334261	Zfp46	Shared
ENSMUSG00000051354	5.669477439	0.286213628	0.451474136	0.074944232	0.183451944	Samd3	Shared
ENSMUSG00000051359	8940.727522	0.486174565	0.204648198	0.004831386	0.022041973	Ncald	Shared
ENSMUSG00000051373	468.881015	0.343999417	0.124097923	0.002751044	0.013968591	Plpp7	Shared
ENSMUSG00000051375	10005.39033	-0.493148796	0.173460264	0.001236872	0.007237685	Pcdh1	Shared
ENSMUSG00000051379	1085.095782	-0.760370295	0.245721286	0.000196111	0.001545436	Flrt3	Shared
ENSMUSG00000051391	58817.97104	-0.185728134	0.128997333	0.11268634	0.245745145	Ywhag	Shared
ENSMUSG00000051401	181.3582107	-0.387207038	0.375618692	0.057953649	0.152331648	Kctd16	Shared
ENSMUSG00000051403	4865.638424	-0.112573412	0.098347245	0.233135173	0.406980619	Ppp1r37	Shared
ENSMUSG00000051427	2408.883257	-0.208077401	0.154562571	0.127041376	0.267672116	Ccdc157	Shared
ENSMUSG00000051435	492.2591212	0.21576417	0.251899197	0.226426048	0.398597072	Fhad1	Shared
ENSMUSG00000051456	4.904851598	0.039791734	0.317207621	0.668140637	0.799232272	Hspb3	Shared
ENSMUSG00000051457	38.17550111	-0.422762695	0.349923648	0.052360338	0.141057034	Spn	Shared
ENSMUSG00000051495	3485.84699	0.228893537	0.133744097	0.061357557	0.158972257	Irf2bp2	Shared
ENSMUSG00000051497	204.9310631	0.254475616	0.252419421	0.15878344	0.312688085	Kcnj16	Shared
ENSMUSG00000051498	35.44815037	-0.035642791	0.240260682	0.826820025	0.903117835	Tlr6	Shared
ENSMUSG00000051506	10.79212646	-0.342915156	0.479879885	0.067026244	0.169505425	Wdfy4	Shared
ENSMUSG00000051527	2000.656883	0.875124957	0.260463217	5.58269E-05	0.000531516	Usp29	Shared
ENSMUSG00000051586	2715.835434	-0.380028233	0.176043225	0.012365146	0.04666689	Mical3	Shared
