.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	DIV11	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	FOXG1_unique
ENSMUSG00000049649	183.908882	0.265743641	0.31683281	0.147007874	0.295726163	Gpr3	chr4	133211872	133212063	DIV11	Promoter (<=1kb)	4	133209340	133211857	2518	2	ENSMUST00000105911	-16	ENSMUSG00000049649	FOXG1_unique
ENSMUSG00000049657	1183.518656	-0.011065389	0.078266759	0.879576603	0.934160504	Zbtb5	chr4	45011354	45013176	DIV11	Promoter (<=1kb)	4	44991242	45012394	21153	2	ENSMUST00000055028	0	ENSMUSG00000049657	FOXG1_unique
ENSMUSG00000049658	1192.187915	-0.194337522	0.14133145	0.124852563	0.264243827	Bdp1	chr13	100104050	100104306	DIV11	Promoter (<=1kb)	13	100017994	100104070	86077	2	ENSMUST00000038104	0	ENSMUSG00000049658	FOXG1_unique
ENSMUSG00000049659	1839.13475	0.44961471	0.130148297	0.000183722	0.001461465	Aftph	chr11	20712382	20712610	DIV11	Promoter (<=1kb)	11	20696013	20712324	16312	2	ENSMUST00000176585	-59	ENSMUSG00000049659	FOXG1_unique
ENSMUSG00000049670	4593.095644	-0.399734967	0.095445449	1.15982E-05	0.000137687	Morn4	chr19	42086175	42086770	DIV11	Promoter (<=1kb)	19	42074939	42086370	11432	2	ENSMUST00000051772	0	ENSMUSG00000049670	FOXG1_unique
ENSMUSG00000049672	777.4497218	-0.144676815	0.119859841	0.193931763	0.359747421	Zbtb14	chr17	69310101	69310540	DIV11	Distal Intergenic	17	69383050	69390750	7701	1	ENSMUST00000112674	-72510	ENSMUSG00000049672	FOXG1_unique
ENSMUSG00000049680	2639.694541	-0.016243881	0.068334938	0.799207116	0.886612206	Urgcp	chr11	5761941	5762501	DIV11	Promoter (<=1kb)	11	5713417	5762376	48960	2	ENSMUST00000053427	0	ENSMUSG00000049680	FOXG1_unique
ENSMUSG00000049690	635.3130478	-0.219634561	0.133160963	0.072531144	0.179280609	Nckap5	chr1	125942658	125942870	DIV11	Intron (ENSMUST00000161954/ENSMUSG00000049690, intron 14 of 14)	1	125914319	125965200	50882	2	ENSMUST00000160736	22330	ENSMUSG00000049690	FOXG1_unique
ENSMUSG00000049691	3.179382177	0.030365056	0.323267575	0.668635929	.	Nkx3-2	chr5	41760950	41761134	DIV11	Downstream (<1kb)	5	41761483	41764496	3014	2	ENSMUST00000060820	3362	ENSMUSG00000049691	FOXG1_unique
ENSMUSG00000049717	664.0671294	-0.436234213	0.09177443	7.60266E-07	1.25958E-05	Lig4	chr8	9934992	9935195	DIV11	Distal Intergenic	8	9970020	9976323	6304	2	ENSMUST00000095476	41128	ENSMUSG00000049717	FOXG1_unique
ENSMUSG00000049723	15.58409057	-0.141780994	0.320123893	0.328417271	0.511239628	Mmp12	chr9	7360124	7360496	DIV11	3' UTR	9	7347406	7358888	11483	1	ENSMUST00000127722	12719	ENSMUSG00000049723	FOXG1_unique
ENSMUSG00000049728	809.2613891	0.138038756	0.155843779	0.311022175	0.493367829	Zfp668	chr7	127875089	127875898	DIV11	Promoter (<=1kb)	7	127865993	127875646	9654	2	ENSMUST00000106261	0	ENSMUSG00000049728	FOXG1_unique
ENSMUSG00000049739	1237.483214	0.134690145	0.10296972	0.165325291	0.321914073	Zfp646	chr7	127883264	127883465	DIV11	Exon (ENSMUST00000050383/ENSMUSG00000049739, exon 2 of 3)	7	127877701	127885996	8296	1	ENSMUST00000050383	5564	ENSMUSG00000049739	FOXG1_unique
ENSMUSG00000049744	59.63835574	0.174152231	0.21737872	0.29928222	0.480308833	Arhgap15	chr2	43712728	43713030	DIV11	Distal Intergenic	2	43748824	44395953	647130	1	ENSMUST00000112824	-35794	ENSMUSG00000049744	FOXG1_unique
ENSMUSG00000049764	470.7262026	0.115153988	0.138976335	0.365470509	0.546908043	Zfp280b	chr10	76013195	76013499	DIV11	Distal Intergenic	10	76032654	76043234	10581	1	ENSMUST00000061617	-19155	ENSMUSG00000049764	FOXG1_unique
ENSMUSG00000049791	575.4508716	-0.523891004	0.284736636	0.010709525	0.04172408	Fzd4	chr7	89418877	89419120	DIV11	Distal Intergenic	7	89404366	89410110	5745	1	ENSMUST00000058755	14512	ENSMUSG00000049791	FOXG1_unique
ENSMUSG00000049792	1560.495044	0.375110439	0.099081102	6.91286E-05	0.000638248	Bag5	chr12	111713199	111713785	DIV11	Promoter (<=1kb)	12	111709488	111713257	3770	2	ENSMUST00000054636	0	ENSMUSG00000049792	FOXG1_unique
ENSMUSG00000049800	1143.578339	-0.356261496	0.127359012	0.002423799	0.012601137	Sertad2	chr11	20532018	20532217	DIV11	Distal Intergenic	11	20543253	20597020	53768	1	ENSMUST00000145328	-11036	ENSMUSG00000049800	FOXG1_unique
ENSMUSG00000049807	4077.367273	0.058182729	0.149052519	0.661722834	0.794326561	Arhgap23	chr11	97428371	97428557	DIV11	Intron (ENSMUST00000121799/ENSMUSG00000049807, intron 1 of 23)	11	97436285	97444228	7944	1	ENSMUST00000152933	-7728	ENSMUSG00000049807	FOXG1_unique
ENSMUSG00000049823	736.0391412	0.009340438	0.11650031	0.933916052	0.963823122	Zbtb12	chr17	34893101	34893287	DIV11	Promoter (1-2kb)	17	34894559	34896842	2284	1	ENSMUST00000052778	-1272	ENSMUSG00000049823	FOXG1_unique
ENSMUSG00000049832	28.08750247	0.285505497	0.338970795	0.136112732	0.280314016	RP24-180B11.15	chr17	35936536	35936722	DIV11	Promoter (<=1kb)	17	35935462	35935963	502	2	ENSMUST00000056786	-574	ENSMUSG00000049832	FOXG1_unique
ENSMUSG00000049858	1311.993019	-0.719797906	0.201054818	4.27547E-05	0.000424588	Suox	chr10	128668545	128668828	DIV11	Downstream (1-2kb)	10	128669887	128673918	4032	2	ENSMUST00000054764	5090	ENSMUSG00000049858	FOXG1_unique
ENSMUSG00000049866	6715.25171	0.556159167	0.216745498	0.001938163	0.010500028	Arl4c	chr1	88695829	88696056	DIV11	Intron (ENSMUST00000051236/ENSMUSG00000049866, intron 1 of 2)	1	88673125	88701876	28752	2	ENSMUST00000051236	5820	ENSMUSG00000049866	FOXG1_unique
ENSMUSG00000049872	413.1603393	-0.050301063	0.134610166	0.681511461	0.80896058	Fam26e	chr10	34071553	34071808	DIV11	Intron (ENSMUST00000095758/ENSMUSG00000071340, intron 4 of 6)	10	34091352	34096519	5168	2	ENSMUST00000069125	24711	ENSMUSG00000049872	FOXG1_unique
ENSMUSG00000049878	2366.200773	-0.292788719	0.110042257	0.004523655	0.020918382	Rlf	chr4	121214045	121214318	DIV11	Promoter (<=1kb)	4	121145885	121215084	69200	2	ENSMUST00000056635	766	ENSMUSG00000049878	FOXG1_unique
ENSMUSG00000049891	22.38593568	0.280851458	0.335315188	0.143302397	0.29061796	RP23-267J18.6	chr8	75312783	75312970	DIV11	Distal Intergenic	8	75398511	75399048	538	1	ENSMUST00000060640	-85541	ENSMUSG00000049891	FOXG1_unique
ENSMUSG00000049892	77.28743162	0.316398275	0.307873761	0.106015849	0.235436888	Rasd1	chr11	59964357	59964591	DIV11	Promoter (<=1kb)	11	59963181	59964944	1764	2	ENSMUST00000062405	353	ENSMUSG00000049892	FOXG1_unique
ENSMUSG00000049904	281.5939945	-0.026541119	0.168747006	0.851099209	0.918255715	Tmem17	chr11	22512146	22512578	DIV11	Promoter (<=1kb)	11	22512088	22519234	7147	1	ENSMUST00000059319	59	ENSMUSG00000049904	FOXG1_unique
ENSMUSG00000049907	949.6559384	-0.646074971	0.135652117	4.37287E-07	7.69876E-06	Rasl11b	chr5	74150290	74150474	DIV11	Distal Intergenic	5	74195296	74199478	4183	1	ENSMUST00000051937	-44822	ENSMUSG00000049907	FOXG1_unique
ENSMUSG00000049922	799.9139095	-0.05673006	0.126330507	0.624765968	0.765823836	Slc35c1	chr2	92459062	92460027	DIV11	Promoter (<=1kb)	2	92452764	92459794	7031	2	ENSMUST00000067631	0	ENSMUSG00000049922	FOXG1_unique
ENSMUSG00000049926	1.417899399	0.036768614	0.328343265	0.557868151	.	Olfr921	chr9	38790151	38790335	DIV11	Distal Intergenic	9	38773088	38776354	3267	1	ENSMUST00000062124	17064	ENSMUSG00000049926	FOXG1_unique
ENSMUSG00000049928	3.468545274	-0.134966059	0.354732138	0.149887485	.	Glp2r	chr11	67736056	67736358	DIV11	Intron (ENSMUST00000021289/ENSMUSG00000049928, intron 5 of 9)	11	67661502	67757703	96202	2	ENSMUST00000021289	21345	ENSMUSG00000049928	FOXG1_unique
ENSMUSG00000049932	1528.41419	0.133214057	0.134490736	0.282819846	0.463252037	H2afx	chr9	44335875	44336145	DIV11	Promoter (1-2kb)	9	44334715	44336071	1357	1	ENSMUST00000052686	1161	ENSMUSG00000049932	FOXG1_unique
ENSMUSG00000049939	1597.352618	-0.229626963	0.094752807	0.010915515	0.042333197	Lrrc4	chr6	28827007	28827443	DIV11	Promoter (2-3kb)	6	28661831	28830345	168515	2	ENSMUST00000171353	2902	ENSMUSG00000049939	FOXG1_unique
ENSMUSG00000049940	5787.234378	-0.186331956	0.103652068	0.057872355	0.152177286	Pgrmc2	chr3	41070585	41070948	DIV11	Promoter (<=1kb)	3	41068520	41070670	2151	2	ENSMUST00000124636	0	ENSMUSG00000049940	FOXG1_unique
ENSMUSG00000049946	343.4287031	-0.128808012	0.207873906	0.428607277	0.606247334	AC116475.2	chr8	59045607	59045812	DIV11	Distal Intergenic	8	58912257	58913196	940	1	ENSMUST00000160055	133351	ENSMUSG00000049946	FOXG1_unique
ENSMUSG00000049950	261.4723062	0.362260052	0.13534303	0.003455141	0.016813335	Rpp38	chr2	3331645	3331962	DIV11	Promoter (<=1kb)	2	3328949	3332643	3695	2	ENSMUST00000062672	681	ENSMUSG00000049950	FOXG1_unique
ENSMUSG00000049969	681.3711573	0.086855826	0.176206618	0.554419285	0.711317797	Plekhf2	chr4	10977093	10977397	DIV11	Distal Intergenic	4	10988662	11007676	19015	2	ENSMUST00000054776	30279	ENSMUSG00000049969	FOXG1_unique
ENSMUSG00000049971	513.6234998	-0.255743939	0.250343644	0.155568581	0.308166552	Glt1d1	chr5	127632180	127632618	DIV11	Promoter (<=1kb)	5	127632262	127691902	59641	1	ENSMUST00000137157	0	ENSMUSG00000049971	FOXG1_unique
ENSMUSG00000049985	112.5722818	0.238844699	0.180109888	0.116488872	0.251214581	Ankrd55	chr13	112164558	112164742	DIV11	Distal Intergenic	13	112288451	112344641	56191	1	ENSMUST00000056047	-123709	ENSMUSG00000049985	FOXG1_unique
ENSMUSG00000049988	10.82978262	-0.078523369	0.310143864	0.532409585	0.693434479	Lrrc25	chr8	70612462	70612744	DIV11	Distal Intergenic	8	70616844	70620850	4007	1	ENSMUST00000052437	-4100	ENSMUSG00000049988	FOXG1_unique
ENSMUSG00000050002	742.4030068	0.032319018	0.09747521	0.730011497	0.842359396	Idnk	chr13	58172819	58173066	DIV11	Distal Intergenic	13	58157649	58164693	7045	1	ENSMUST00000109868	15171	ENSMUSG00000050002	FOXG1_unique
ENSMUSG00000050010	287.305606	-1.94767166	0.430333342	6.12481E-08	1.36152E-06	Shisa3	chr5	67555928	67556112	DIV11	Distal Intergenic	5	67607883	67613992	6110	1	ENSMUST00000087241	-51771	ENSMUSG00000050010	FOXG1_unique
ENSMUSG00000050014	5.179638011	0.005945196	0.318648834	0.943486112	0.969636616	Apol10b	chr15	77594203	77594387	DIV11	Promoter (1-2kb)	15	77584158	77596125	11968	2	ENSMUST00000089465	1738	ENSMUSG00000050014	FOXG1_unique
ENSMUSG00000050017	3828.157811	-0.062563431	0.072968393	0.382878267	0.564234317	Pitpnb	chr5	111330128	111330387	DIV11	Promoter (<=1kb)	5	111330763	111388359	57597	1	ENSMUST00000086635	-376	ENSMUSG00000050017	FOXG1_unique
ENSMUSG00000050022	330.5599954	-0.496508086	0.146788798	0.000206542	0.001611312	Amz1	chr5	140743638	140743966	DIV11	Promoter (<=1kb)	5	140743884	140748191	4308	1	ENSMUST00000155644	0	ENSMUSG00000050022	FOXG1_unique
ENSMUSG00000050035	163.8344556	0.403144463	0.152739557	0.003214433	0.015840383	Fhl4	chr10	85101981	85102384	DIV11	Promoter (<=1kb)	10	85097019	85102495	5477	2	ENSMUST00000059383	111	ENSMUSG00000050035	FOXG1_unique
ENSMUSG00000050043	6140.482362	0.02824221	0.114742297	0.796483596	0.885244597	Tmx2	chr2	84677830	84678244	DIV11	Promoter (<=1kb)	2	84671316	84678118	6803	2	ENSMUST00000111664	0	ENSMUSG00000050043	FOXG1_unique
ENSMUSG00000050052	957.4306254	0.907434229	0.137543409	4.98823E-12	2.65545E-10	Tdrp	chr8	13945474	13945661	DIV11	Distal Intergenic	8	13972616	13974743	2128	2	ENSMUST00000119182	29082	ENSMUSG00000050052	FOXG1_unique
ENSMUSG00000050064	1053.766498	-0.19976741	0.149240232	0.130718129	0.272973783	Zfp697	chr3	98382197	98382448	DIV11	Promoter (<=1kb)	3	98382481	98431948	49468	1	ENSMUST00000056096	-33	ENSMUSG00000050064	FOXG1_unique
ENSMUSG00000050069	148.0056364	1.033631723	0.305414167	5.78011E-05	0.00054715	Grem2	chr1	174750975	174751495	DIV11	Intron (ENSMUST00000030039/ENSMUSG00000028354, intron 15 of 17)	1	174833785	174921819	88035	2	ENSMUST00000055294	170324	ENSMUSG00000050069	FOXG1_unique
ENSMUSG00000050079	1600.917891	-0.250251278	0.088742407	0.003390994	0.016564319	Rspry1	chr8	94602878	94603111	DIV11	Promoter (<=1kb)	8	94601978	94625472	23495	1	ENSMUST00000121101	901	ENSMUSG00000050079	FOXG1_unique
ENSMUSG00000050097	1.261760456	-0.046150018	0.329584519	0.469831155	.	Ces2b	chr8	104827131	104827409	DIV11	Distal Intergenic	8	104831572	104840093	8522	1	ENSMUST00000059449	-4163	ENSMUSG00000050097	FOXG1_unique
ENSMUSG00000050100	1.25811701	0.044809047	0.331770907	0.260378765	.	Hmx2	chr7	131554298	131554542	DIV11	Promoter (<=1kb)	7	131554062	131556582	2521	1	ENSMUST00000051997	237	ENSMUSG00000050100	FOXG1_unique
ENSMUSG00000050103	43.78470579	-0.173921312	0.299830573	0.304835241	0.486586609	Agmo	chr12	37244290	37244705	DIV11	Promoter (2-3kb)	12	37242042	37565393	323352	1	ENSMUST00000160390	2249	ENSMUSG00000050103	FOXG1_unique
ENSMUSG00000050105	35.79776043	-0.250167944	0.301474173	0.173441639	0.333195719	Grrp1	chr4	134249851	134250147	DIV11	Promoter (2-3kb)	4	134251706	134253023	1318	2	ENSMUST00000138366	2876	ENSMUSG00000050105	FOXG1_unique
ENSMUSG00000050107	73.75562475	-0.491035808	0.556690448	0.030070325	0.09275581	Gsg2	chr11	73129396	73129692	DIV11	Intron (ENSMUST00000102537/ENSMUSG00000005947, intron 21 of 25)	11	73135485	73138294	2810	2	ENSMUST00000052140	8602	ENSMUSG00000050107	FOXG1_unique
ENSMUSG00000050108	3.841811603	0.092158617	0.324279803	0.406788962	.	Bpifc	chr10	86011700	86011884	DIV11	Promoter (<=1kb)	10	85995901	86011856	15956	2	ENSMUST00000105304	0	ENSMUSG00000050108	FOXG1_unique
ENSMUSG00000050122	486.8086282	0.209737938	0.23366559	0.225435536	0.397500509	Vwa3b	chr1	37028707	37029504	DIV11	Promoter (<=1kb)	1	37029304	37063649	34346	1	ENSMUST00000124404	0	ENSMUSG00000050122	FOXG1_unique
ENSMUSG00000050132	2509.391784	-0.302714969	0.162705715	0.033119034	0.099623039	Sarm1	chr11	78491845	78492132	DIV11	Intron (ENSMUST00000108287/ENSMUSG00000050132, intron 1 of 8)	11	78482834	78487295	4462	2	ENSMUST00000170674	-4551	ENSMUSG00000050132	FOXG1_unique
ENSMUSG00000050138	198.6453744	-0.452900617	0.284061543	0.026773267	0.084756872	Kcnk12	chr17	87839677	87839861	DIV11	Distal Intergenic	17	87745837	87797994	52158	2	ENSMUST00000055221	-41684	ENSMUSG00000050138	FOXG1_unique
ENSMUSG00000050144	3679.91686	0.214718181	0.151219219	0.108911509	0.24010145	Slc25a44	chr3	88427688	88427894	DIV11	Promoter (2-3kb)	3	88410498	88425139	14642	2	ENSMUST00000168755	-2550	ENSMUSG00000050144	FOXG1_unique
ENSMUSG00000050147	11.41172851	0.053464512	0.295922199	0.697354834	0.820033283	F2rl3	chr8	72743049	72743488	DIV11	Intron (ENSMUST00000004494/ENSMUSG00000031622, intron 8 of 18)	8	72761880	72763874	1995	1	ENSMUST00000058099	-18392	ENSMUSG00000050147	FOXG1_unique
ENSMUSG00000050164	106.6742419	-0.475899713	0.23296782	0.010755166	0.041857742	Mchr1	chr15	81235481	81235738	DIV11	Promoter (<=1kb)	15	81235499	81238963	3465	1	ENSMUST00000166855	0	ENSMUSG00000050164	FOXG1_unique
ENSMUSG00000050174	115.452243	0.116070179	0.165200058	0.425371134	0.603643521	Nudt6	chr3	37402304	37402572	DIV11	Intron (ENSMUST00000138710/ENSMUSG00000037225, intron 1 of 1)	3	37405079	37410675	5597	2	ENSMUST00000133894	8103	ENSMUSG00000050174	FOXG1_unique
ENSMUSG00000050188	782.8120214	0.360181359	0.087222502	1.82275E-05	0.000204847	Lsm10	chr4	126096462	126096878	DIV11	Promoter (<=1kb)	4	126096623	126098584	1962	1	ENSMUST00000055575	0	ENSMUSG00000050188	FOXG1_unique
ENSMUSG00000050192	1140.299032	-2.191366607	0.310454165	1.08058E-14	9.50398E-13	Eif5a2	chr3	28781509	28781862	DIV11	Promoter (<=1kb)	3	28781311	28798846	17536	1	ENSMUST00000060500	199	ENSMUSG00000050192	FOXG1_unique
ENSMUSG00000050195	324.4152446	0.157800544	0.270867866	0.362520162	0.544224146	Scd4	chr19	44363966	44364403	DIV11	Distal Intergenic	19	44333092	44346743	13652	1	ENSMUST00000058856	30875	ENSMUSG00000050195	FOXG1_unique
ENSMUSG00000050199	1810.190425	-0.041891101	0.110047057	0.706351867	0.826497186	Lgr4	chr2	109917273	109917838	DIV11	Promoter (<=1kb)	2	109917647	110014257	96611	1	ENSMUST00000046548	0	ENSMUSG00000050199	FOXG1_unique
ENSMUSG00000050211	107.9786092	0.024322211	0.313968184	0.792967588	0.882971395	Pla2g4e	chr2	120232113	120232322	DIV11	Intron (ENSMUST00000090071/ENSMUSG00000050211, intron 1 of 19)	2	120172173	120245082	72910	2	ENSMUST00000127009	12760	ENSMUSG00000050211	FOXG1_unique
ENSMUSG00000050212	202.7589048	0.712928841	0.276064663	0.001187973	0.006996071	Eva1b	chr4	126155025	126155513	DIV11	Intron (ENSMUST00000094760/ENSMUSG00000073758, intron 6 of 11)	4	126148532	126149865	1334	1	ENSMUST00000106150	6494	ENSMUSG00000050212	FOXG1_unique
ENSMUSG00000050213	784.5122578	0.133385519	0.104707254	0.174263612	0.334171827	Snip1	chr4	125066414	125066852	DIV11	Promoter (<=1kb)	4	125066672	125074042	7371	1	ENSMUST00000052183	0	ENSMUSG00000050213	FOXG1_unique
ENSMUSG00000050240	473.4518535	-0.007744365	0.120012068	0.93776977	0.965696634	Hic2	chr16	17234968	17235207	DIV11	Promoter (1-2kb)	16	17233664	17261595	27932	1	ENSMUST00000115698	1305	ENSMUSG00000050240	FOXG1_unique
ENSMUSG00000050243	4.459677032	-0.026041307	0.312903238	0.786815497	.	RP24-389O11.1	chr13	19916206	19916391	DIV11	Distal Intergenic	13	19995021	19995803	783	2	ENSMUST00000091762	79412	ENSMUSG00000050243	FOXG1_unique
ENSMUSG00000050244	840.501423	-0.301730086	0.120896931	0.007139174	0.030238349	Heatr1	chr13	12394778	12395320	DIV11	Promoter (<=1kb)	13	12395398	12438677	43280	1	ENSMUST00000059270	-78	ENSMUSG00000050244	FOXG1_unique
ENSMUSG00000050248	852.9914981	0.080185938	0.145958205	0.53984998	0.70012984	Evc2	chr5	37383178	37383384	DIV11	Exon (ENSMUST00000056365/ENSMUSG00000050248, exon 11 of 20)	5	37389904	37392022	2119	1	ENSMUST00000159915	-6520	ENSMUSG00000050248	FOXG1_unique
ENSMUSG00000050271	1590.470904	0.291057114	0.139608969	0.02260735	0.074410035	Prag1	chr8	36051524	36052246	DIV11	Distal Intergenic	8	36094828	36147787	52960	1	ENSMUST00000110492	-42582	ENSMUSG00000050271	FOXG1_unique
ENSMUSG00000050272	2156.595802	-0.445435098	0.244698789	0.018102182	0.062446973	Dscam	chr16	96840948	96841366	DIV11	Intron (ENSMUST00000056102/ENSMUSG00000050272, intron 3 of 32)	16	96592079	97170752	578674	2	ENSMUST00000056102	329386	ENSMUSG00000050272	FOXG1_unique
ENSMUSG00000050288	722.8096704	0.27416478	0.129639521	0.021141987	0.070714493	Fzd2	chr11	102605753	102605937	DIV11	Promoter (1-2kb)	11	102604431	102608058	3628	1	ENSMUST00000057893	1323	ENSMUSG00000050288	FOXG1_unique
ENSMUSG00000050295	394.826048	-0.125010784	0.146063947	0.343576366	0.525813763	Foxc1	chr13	31806618	31806934	DIV11	Promoter (<=1kb)	13	31806646	31810635	3990	1	ENSMUST00000062292	0	ENSMUSG00000050295	FOXG1_unique
ENSMUSG00000050296	22.83466804	-1.09766311	0.497465157	0.001400299	0.008029093	Abca12	chr1	71272020	71272480	DIV11	Exon (ENSMUST00000087268/ENSMUSG00000050296, exon 15 of 53)	1	71243090	71414910	171821	2	ENSMUST00000087268	142430	ENSMUSG00000050296	FOXG1_unique
ENSMUSG00000050299	324.2116055	0.428047311	0.162577369	0.00289867	0.01456825	RP24-142P6.5	chr16	76490159	76490343	DIV11	Distal Intergenic	16	76403209	76403712	504	2	ENSMUST00000052867	-86448	ENSMUSG00000050299	FOXG1_unique
ENSMUSG00000050310	1646.726405	-0.20960325	0.12805319	0.074408145	0.182648023	Rictor	chr15	6692520	6692719	DIV11	Distal Intergenic	15	6708381	6800398	92018	1	ENSMUST00000061656	-15662	ENSMUSG00000050310	FOXG1_unique
ENSMUSG00000050312	477.8608837	0.366638771	0.169703173	0.012564099	0.047250263	Nsun3	chr16	62745856	62746198	DIV11	Intron (ENSMUST00000063089/ENSMUSG00000050312, intron 5 of 5)	16	62735161	62767123	31963	2	ENSMUST00000156676	20925	ENSMUSG00000050312	FOXG1_unique
ENSMUSG00000050315	593.2420323	0.143909508	0.174170737	0.331834963	0.514500611	Synpo2	chr3	123098259	123098457	DIV11	Intron (ENSMUST00000139160/ENSMUSG00000050315, intron 1 of 1)	3	123076519	123112810	36292	2	ENSMUST00000139160	14353	ENSMUSG00000050315	FOXG1_unique
ENSMUSG00000050321	1207.215366	-0.95814521	0.227187247	2.38363E-06	3.49156E-05	Neto1	chr18	86396118	86396336	DIV11	Promoter (1-2kb)	18	86394952	86501897	106946	1	ENSMUST00000058829	1167	ENSMUSG00000050321	FOXG1_unique
ENSMUSG00000050334	2739.469431	-0.067416418	0.09467486	0.455367455	0.628650845	RP23-88A13.2	chr13	83645558	83645742	DIV11	Intron (ENSMUST00000005722/ENSMUSG00000005583, intron 7 of 10)	13	83721555	83741308	19754	1	ENSMUST00000131907	-75813	ENSMUSG00000050334	FOXG1_unique
ENSMUSG00000050335	428.7125329	0.383155286	0.215097027	0.027210965	0.08587373	Lgals3	chr14	47367519	47367845	DIV11	Promoter (<=1kb)	14	47367751	47380418	12668	1	ENSMUST00000151405	0	ENSMUSG00000050335	FOXG1_unique
ENSMUSG00000050368	3.420140004	0.025567433	0.326156129	0.534539594	.	Hoxd10	chr2	74692284	74692554	DIV11	Promoter (1-2kb)	2	74691090	74695106	4017	1	ENSMUST00000061745	1195	ENSMUSG00000050368	FOXG1_unique
ENSMUSG00000050370	11.08436596	-0.041880508	0.292101881	0.76029153	0.862055791	Ch25h	chr19	34471917	34472223	DIV11	Promoter (2-3kb)	19	34473786	34475135	1350	2	ENSMUST00000050562	2912	ENSMUSG00000050370	FOXG1_unique
ENSMUSG00000050373	1269.243062	0.220392195	0.107038007	0.029829628	0.092252492	Snx21	chr2	164785525	164785813	DIV11	Promoter (<=1kb)	2	164785823	164792487	6665	1	ENSMUST00000174070	-10	ENSMUSG00000050373	FOXG1_unique
ENSMUSG00000050390	1159.892284	0.132869336	0.166093826	0.351253758	0.533308665	RP23-284L6.7	chr4	129238375	129238900	DIV11	Promoter (<=1kb)	4	129219578	129239174	19597	2	ENSMUST00000097873	274	ENSMUSG00000050390	FOXG1_unique
ENSMUSG00000050395	5.731454494	-0.106961421	0.339021123	0.251667099	0.429221245	Tnfsf15	chr4	63726696	63727027	DIV11	Downstream (<1kb)	4	63727084	63745113	18030	2	ENSMUST00000062246	18086	ENSMUSG00000050395	FOXG1_unique
ENSMUSG00000050397	65.36212105	0.11142432	0.241320992	0.510096657	0.674604162	Foxl2	chr9	98955644	98955828	DIV11	Promoter (<=1kb)	9	98955607	98958126	2520	1	ENSMUST00000051312	38	ENSMUSG00000050397	FOXG1_unique
ENSMUSG00000050410	604.8783224	0.01202141	0.165386393	0.934221526	0.96387905	Tcf19	chr17	35516614	35516908	DIV11	Promoter (<=1kb)	17	35512734	35516824	4091	2	ENSMUST00000161012	0	ENSMUSG00000050410	FOXG1_unique
ENSMUSG00000050423	16.37660315	0.945184057	0.509852082	0.004139054	0.019458267	Ppp1r3g	chr13	35994074	35994261	DIV11	Intron (ENSMUST00000053265/ENSMUSG00000046573, intron 2 of 2)	13	35967853	35970388	2536	1	ENSMUST00000132661	26222	ENSMUSG00000050423	FOXG1_unique
ENSMUSG00000050428	619.39406	0.010463121	0.111117136	0.920817094	0.95686079	Fbxo46	chr7	19119612	19120194	DIV11	Promoter (<=1kb)	7	19119859	19138261	18403	1	ENSMUST00000053109	0	ENSMUSG00000050428	FOXG1_unique
ENSMUSG00000050447	766.3524388	-0.380139662	0.205791715	0.022616488	0.07442098	Lypd6	chr2	50015884	50016068	DIV11	Distal Intergenic	2	50066429	50193569	127141	1	ENSMUST00000112712	-50361	ENSMUSG00000050447	FOXG1_unique
ENSMUSG00000050463	6.238840191	0.324689054	0.545986907	0.03031104	0.093313352	Krt78	chr15	101976821	101977053	DIV11	Distal Intergenic	15	101946004	101954287	8284	2	ENSMUST00000164932	-22535	ENSMUSG00000050463	FOXG1_unique
ENSMUSG00000050471	791.3184705	0.051195318	0.109591791	0.61858338	0.761475275	Fam118b	chr9	35246960	35247213	DIV11	Intron (ENSMUST00000132799/ENSMUSG00000032042, intron 3 of 3)	9	35217235	35235445	18211	2	ENSMUST00000133739	-11516	ENSMUSG00000050471	FOXG1_unique
ENSMUSG00000050473	8.21431777	0.129088033	0.348803407	0.151700107	0.302607383	Slc35d3	chr10	19845595	19845913	DIV11	Downstream (2-3kb)	10	19847917	19851459	3543	2	ENSMUST00000059805	5546	ENSMUSG00000050473	FOXG1_unique
ENSMUSG00000050490	12.21717779	0.199520167	0.345959198	0.204455867	0.37220462	RP23-132J19.2	chr10	85264507	85264694	DIV11	Distal Intergenic	10	85313488	85314439	952	1	ENSMUST00000079684	-48794	ENSMUSG00000050490	FOXG1_unique
ENSMUSG00000050503	7.61807936	0.649095912	1.067723108	0.017340137	0.060415712	Fbxl22	chr9	66513299	66513600	DIV11	Promoter (<=1kb)	9	66508459	66514593	6135	2	ENSMUST00000056890	993	ENSMUSG00000050503	FOXG1_unique
ENSMUSG00000050505	1488.372759	-1.789368062	0.250722597	4.07184E-14	3.18028E-12	Pcdh20	chr14	88344457	88344715	DIV11	Distal Intergenic	14	88464747	88471396	6650	2	ENSMUST00000061628	126681	ENSMUSG00000050505	FOXG1_unique
ENSMUSG00000050530	4297.558197	-0.152711367	0.099603084	0.107900315	0.23852207	Fam171a1	chr2	3151170	3151839	DIV11	Intron (ENSMUST00000072955/ENSMUSG00000050530, intron 1 of 7)	2	3118685	3227806	109122	1	ENSMUST00000062934	32486	ENSMUSG00000050530	FOXG1_unique
