geneId	Chrom	Start	End	cluster_1	annotation	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000072419	chr16	48310273	48319513	cluster_5	Promoter (<=1kb)	1.646254304	-0.07615962	0.340289527	0.066550213	.	Dppa2
ENSMUSG00000072423	chr14	54625309	54629556	cluster_5	Promoter (<=1kb)	1.881889027	0.076429158	0.334271171	0.263511787	.	Psmb11
ENSMUSG00000072473	chr14	32376501	32388373	cluster_5	Promoter (<=1kb)	100.4737218	1.5707392	0.455136254	3.1104E-05	0.000323664	RP24-84D8.8
ENSMUSG00000072501	chr15	66577571	66645255	cluster_5	Promoter (<=1kb)	3062.621029	-0.168091283	0.103884051	0.08676147	0.2046284	Phf20l1
ENSMUSG00000072572	chr14	51893609	51896745	cluster_5	Promoter (<=1kb)	179.5242631	-0.340873817	0.234702004	0.057561101	0.151520604	Slc39a2
ENSMUSG00000072575	chr14	51116552	51117791	cluster_5	Promoter (1-2kb)	1.491253778	0.023237083	0.328218389	0.605680977	.	Eddm3b
ENSMUSG00000072596	chr14	44102653	44103531	cluster_5	Promoter (<=1kb)	1.54828993	0.007095301	0.328195716	0.458073358	.	Ear2
ENSMUSG00000072596	chr14	44102886	44103357	cluster_5	Promoter (<=1kb)	1.54828993	0.007095301	0.328195716	0.458073358	.	Ear2
ENSMUSG00000072596	chr14	44102886	44103357	cluster_5	Promoter (<=1kb)	1.54828993	0.007095301	0.328195716	0.458073358	.	Ear2
ENSMUSG00000072620	chr11	83065111	83070678	cluster_5	Promoter (<=1kb)	207.6166482	-0.311285832	0.293031089	0.108117802	0.238872327	Slfn2
ENSMUSG00000072621	chr11	83028125	83040042	cluster_5	Promoter (<=1kb)	13.76780064	-0.20727647	0.36155792	0.177143973	0.338015379	Slfn10-ps
ENSMUSG00000072647	chr5	121518603	121521695	cluster_5	Promoter (<=1kb)	75.55692678	0.227719904	0.231461622	0.188129798	0.352279708	Adam1a
ENSMUSG00000072662	chr6	147075061	147087032	cluster_5	Promoter (<=1kb)	9.625585693	0.084451196	0.324904926	0.369278463	0.550976105	Mansc4
ENSMUSG00000072663	chr15	9578192	9748868	cluster_5	Promoter (<=1kb)	308.9899053	0.252391605	0.23702446	0.152984105	0.304298472	Spef2
ENSMUSG00000072720	chr5	112688875	112896362	cluster_5	Promoter (<=1kb)	33.57690792	-0.392704931	0.494963066	0.058132834	0.152643963	Myo18b
ENSMUSG00000072720	chr5	112793291	112801701	cluster_5	Exon (ENSMUST00000086617/ENSMUSG00000072720, exon 16 of 44)	33.57690792	-0.392704931	0.494963066	0.058132834	0.152643963	Myo18b
ENSMUSG00000072770	chr6	125049926	125054193	cluster_5	Promoter (<=1kb)	134.436108	0.108339629	0.222594734	0.512999213	0.677026428	Acrbp
ENSMUSG00000072825	chr12	112733321	112733391	cluster_5	Intron (ENSMUST00000101018/ENSMUSG00000072825, intron 5 of 18)	10761.56041	0.073542989	0.148327007	0.569981385	0.723392523	Cep170b
ENSMUSG00000072875	chr6	99692678	99693818	cluster_5	Promoter (<=1kb)	2419.793737	-0.174808722	0.132792106	0.154181148	0.3062579	Gpr27
ENSMUSG00000072919	chr12	87221122	87238601	cluster_5	Promoter (<=1kb)	21.96026267	-0.139367832	0.303920368	0.36459101	0.546036243	Noxred1
ENSMUSG00000072941	chr5	52363803	52369738	cluster_5	Promoter (<=1kb)	1276.412163	0.045799104	0.289949397	0.732069584	0.843723542	Sod3
ENSMUSG00000072952	chr6	85111415	85126094	cluster_5	Promoter (<=1kb)	1.427964049	-0.051554117	0.331233133	0.356866996	.	RP23-100J14.2
ENSMUSG00000072972	chr12	81419442	81422039	cluster_5	Promoter (<=1kb)	4.797996707	-0.141309891	0.349653219	0.186113082	0.349965128	Adam4
ENSMUSG00000072974	chr12	81376990	81379486	cluster_5	Promoter (<=1kb)	8.024356848	-0.167871016	0.336781875	0.255825668	0.433643157	RP23-454N21.3
ENSMUSG00000073000	chr12	76444496	76448698	cluster_5	Promoter (<=1kb)	1.81397957	-0.084902878	0.336136476	0.233941494	.	RP24-225A16.7
ENSMUSG00000073002	chr6	72368048	72380468	cluster_5	Promoter (<=1kb)	520.7041459	-0.256863453	0.227087242	0.135938643	0.280173491	Vamp5
ENSMUSG00000073119	chr5	26034269	26039505	cluster_5	Promoter (<=1kb)	1.909320151	0.004613292	0.324504968	0.921224473	.	Speer4a
ENSMUSG00000073144	chr6	39118472	39148312	cluster_5	Promoter (<=1kb)	9.730399939	0.104628795	0.312634574	0.441868919	0.617560202	RP23-345F4.2
ENSMUSG00000073164	chr12	22953996	23010243	cluster_5	Promoter (<=1kb)	181.449724	-0.849105792	0.213793893	7.42795E-06	9.32117E-05	RP23-286D7.1
ENSMUSG00000073197	chr12	18514509	18535254	cluster_5	Promoter (<=1kb)	13.31876386	-0.120340588	0.306565228	0.420062177	0.599205278	RP24-316P8.1
ENSMUSG00000073399	chr17	36881597	36890125	cluster_5	Promoter (<=1kb)	4.076006194	0.079266132	0.328419381	0.363844758	.	Trim40
ENSMUSG00000073406	chr17	36080188	36084249	cluster_5	Promoter (<=1kb)	6.919104319	2.75089042	1.16743821	0.000862688	0.005379567	H2-Bl
ENSMUSG00000073407	chr17	36042960	36058645	cluster_5	Promoter (<=1kb)	3.317435628	-0.183989079	0.386237555	0.08269999	.	RP23-108F2.20
ENSMUSG00000073408	chr17	35635754	35643695	cluster_5	Promoter (<=1kb)	1.955272398	0.014255576	0.323771406	0.774750164	.	Dpcr1
ENSMUSG00000073409	chr17	35424846	35428361	cluster_5	Promoter (<=1kb)	179.2978711	-0.126268479	0.215031465	0.44225615	0.61784528	H2-Q6
ENSMUSG00000073409	chr17	35424876	35428361	cluster_5	Promoter (<=1kb)	179.2978711	-0.126268479	0.215031465	0.44225615	0.61784528	H2-Q6
ENSMUSG00000073411	chr17	35263093	35267497	cluster_5	Promoter (<=1kb)	11186.31146	-0.421564066	0.240342466	0.023263286	0.076160062	H2-D1
ENSMUSG00000073411	chr17	35263122	35266730	cluster_5	Promoter (<=1kb)	11186.31146	-0.421564066	0.240342466	0.023263286	0.076160062	H2-D1
ENSMUSG00000073412	chr17	35185094	35188440	cluster_5	Promoter (<=1kb)	55.21786094	-0.194771934	0.237250689	0.261133355	0.439619709	Lst1
ENSMUSG00000073418	chr17	34728380	34743897	cluster_5	Promoter (<=1kb)	1574.127944	-0.041594966	0.186448009	0.764731117	0.864859717	C4b
ENSMUSG00000073421	chr17	34263226	34269418	cluster_5	Promoter (<=1kb)	65.68334004	-0.799176249	0.426437334	0.004568274	0.021084941	H2-Ab1
ENSMUSG00000073424	chr17	32685658	32703349	cluster_5	Promoter (<=1kb)	28.30658391	-0.240272401	0.414443637	0.062375374	0.161024941	Cyp4f15
ENSMUSG00000073430	chr17	27317034	27317095	cluster_5	Distal Intergenic	2.240746403	-0.078753928	0.335481958	0.218888719	.	RP24-333C3.1
ENSMUSG00000073430	chr17	27328384	27328460	cluster_5	Distal Intergenic	2.240746403	-0.078753928	0.335481958	0.218888719	.	RP24-333C3.1
ENSMUSG00000073430	chr17	27355737	27355799	cluster_5	Distal Intergenic	2.240746403	-0.078753928	0.335481958	0.218888719	.	RP24-333C3.1
ENSMUSG00000073430	chr17	27358096	27358155	cluster_5	Distal Intergenic	2.240746403	-0.078753928	0.335481958	0.218888719	.	RP24-333C3.1
ENSMUSG00000073460	chr17	12888901	12910000	cluster_5	Promoter (<=1kb)	32.21657974	-0.103851472	0.247865814	0.537513872	0.698398621	Pnldc1
ENSMUSG00000073489	chr1	173747293	173766919	cluster_5	Promoter (<=1kb)	147.0406488	-0.082034089	0.259099779	0.616492815	0.760104416	Ifi204
ENSMUSG00000073490	chr1	173723427	173741809	cluster_5	Promoter (<=1kb)	8.056624679	-0.284354666	0.483136181	0.039469893	0.113943436	Ifi207
ENSMUSG00000073491	chr1	173591956	173599274	cluster_5	Promoter (<=1kb)	4.363537756	-0.065324322	0.331082926	0.408146688	.	Ifi213
ENSMUSG00000073530	chr1	158711730	158957438	cluster_5	Promoter (<=1kb)	122.8810201	-1.888848253	0.354622821	5.50602E-09	1.55996E-07	Pappa2
ENSMUSG00000073555	chr18	60212076	60247820	cluster_5	Promoter (<=1kb)	93.04221381	0.033970377	0.268017062	0.827882883	0.903839541	AC102225.2
ENSMUSG00000073568	chr18	46921814	46934222	cluster_5	Promoter (<=1kb)	4.492434094	0.086444467	0.3388987	0.263920474	.	Arl14epl
ENSMUSG00000073591	chr18	37518352	37521419	cluster_5	Promoter (<=1kb)	627.566519	-0.753121528	0.140006745	1.01701E-08	2.68229E-07	Pcdhb22
ENSMUSG00000073598	chr18	35726988	35730869	cluster_5	Promoter (<=1kb)	4.922834878	0.236396359	0.438793519	0.040300227	0.115882486	AC132837.2
ENSMUSG00000073599	chr18	35713088	35721491	cluster_5	Promoter (<=1kb)	97.99812821	0.4747425	0.264009206	0.017219128	0.060076877	Ecscr
ENSMUSG00000073600	chr18	35650350	35655199	cluster_5	Promoter (<=1kb)	196.8211751	0.316389201	0.216677322	0.0662069	0.16790046	Prob1
ENSMUSG00000073680	chr4	155781590	155785874	cluster_5	Promoter (<=1kb)	24.20009361	0.172438463	0.297251313	0.311531645	0.493923792	Tmem88b
ENSMUSG00000073739	chr4	139175406	139180655	cluster_5	Promoter (<=1kb)	28.65478639	-0.052263467	0.272318984	0.735144056	0.845292395	RP23-247I1.9
ENSMUSG00000073758	chr4	126150601	126162665	cluster_5	Promoter (<=1kb)	44.77621037	0.385885122	0.282563981	0.052300755	0.140934059	Sh3d21
ENSMUSG00000073759	chr4	124569178	124575538	cluster_5	Promoter (<=1kb)	1.374006098	0.029446647	0.327787709	0.436130558	.	RP23-230F2.1
ENSMUSG00000073802	chr4	89295179	89518621	cluster_5	Promoter (<=1kb)	1084.622432	-0.870536758	0.200624136	1.57087E-06	2.42574E-05	Cdkn2b
ENSMUSG00000073877	chr4	42153444	42158846	cluster_5	Promoter (<=1kb)	3.66127058	0.060564912	0.330217549	0.31551326	.	RP23-388P16.4
ENSMUSG00000073877	chr4	42153444	42158846	cluster_5	Promoter (<=1kb)	3.66127058	0.060564912	0.330217549	0.31551326	.	RP23-388P16.4
ENSMUSG00000073877	chr4	42153444	42158846	cluster_5	Promoter (<=1kb)	3.66127058	0.060564912	0.330217549	0.31551326	.	RP23-388P16.4
ENSMUSG00000073877	chr4	42156749	42158846	cluster_5	Promoter (<=1kb)	3.66127058	0.060564912	0.330217549	0.31551326	.	RP23-388P16.4
ENSMUSG00000073929	chr7	104532958	104535361	cluster_5	Promoter (<=1kb)	2.034707052	-0.07329572	0.333171639	0.23632397	.	Trim30e-ps1
ENSMUSG00000073964	chr7	102900368	102901307	cluster_5	Promoter (<=1kb)	6.750863074	0.009121335	0.31270397	0.954406388	0.975380763	Olfr570
ENSMUSG00000073982	chr7	102239122	102250118	cluster_5	Promoter (<=1kb)	797.3949794	0.051226039	0.148203177	0.699464635	0.821425196	Rhog
ENSMUSG00000073988	chr4	20008242	20030822	cluster_5	Promoter (<=1kb)	32.0877237	-0.234332658	0.299338342	0.195725332	0.36167976	Ttpa
ENSMUSG00000074004	chr7	98192414	98199475	cluster_5	Promoter (<=1kb)	11.80921947	-0.157725406	0.310506609	0.326065734	0.50863539	B3gnt6
ENSMUSG00000074006	chr7	98143358	98145447	cluster_5	Promoter (<=1kb)	18.08962424	-1.681838009	0.489546134	3.37264E-05	0.000347555	Omp
ENSMUSG00000074039	chr9	114341110	114364627	cluster_5	Distal Intergenic	47.75965763	-0.086109267	0.261167576	0.593576341	0.741521386	RP24-180M2.2
ENSMUSG00000074063	chr8	119437161	119446256	cluster_5	Promoter (<=1kb)	246.6113836	-0.461638513	0.166246814	0.001729857	0.009574086	Osgin1
ENSMUSG00000074071	chr7	68266338	68275098	cluster_5	Promoter (<=1kb)	15.98149047	-0.047051371	0.273899975	0.758421425	0.860707266	Fam169b
ENSMUSG00000074071	chr7	68273838	68363092	cluster_5	Promoter (<=1kb)	15.98149047	-0.047051371	0.273899975	0.758421425	0.860707266	Fam169b
ENSMUSG00000074115	chr7	46740498	46742980	cluster_5	Promoter (<=1kb)	8.201649905	0.158917429	0.356982384	0.180997516	0.343599732	Saa1
ENSMUSG00000074121	chr7	45413694	45417179	cluster_5	Promoter (<=1kb)	23.56598187	-0.012668403	0.260422979	0.93454403	0.963994247	Ntf5
ENSMUSG00000074129	chr7	45131188	45136432	cluster_5	Promoter (<=1kb)	744.0755435	-0.226707122	0.12849529	0.05477932	0.146199459	Rpl13a
ENSMUSG00000074139	chr9	92309376	92357876	cluster_5	Promoter (<=1kb)	3.183639772	-0.025302705	0.319827842	0.754355685	.	RP23-21J17.1
ENSMUSG00000074141	chr7	44836287	44840809	cluster_5	Promoter (<=1kb)	22.94287362	0.126370024	0.269434547	0.452041117	0.625853107	Il4i1
ENSMUSG00000074151	chr8	94472762	94527272	cluster_5	Promoter (<=1kb)	530.8630859	-0.401207535	0.164386613	0.005557837	0.02467182	Nlrc5
ENSMUSG00000074151	chr8	94505045	94505105	cluster_5	Intron (ENSMUST00000053085/ENSMUSG00000074151, intron 26 of 48)	530.8630859	-0.401207535	0.164386613	0.005557837	0.02467182	Nlrc5
ENSMUSG00000074164	chr7	41668013	41727193	cluster_5	Promoter (<=1kb)	2.841370138	-0.005272883	0.323955401	0.940979261	.	Vmn2r-ps54
ENSMUSG00000074170	chr7	38220653	38227994	cluster_5	Promoter (<=1kb)	655.1311122	-0.032915555	0.188650666	0.830490284	0.905554563	Plekhf1
ENSMUSG00000074179	chr9	78289927	78305525	cluster_5	Promoter (<=1kb)	33.81367139	-0.886329745	0.339000926	0.000849542	0.005310687	AC138587.1
ENSMUSG00000074183	chr9	78230668	78242683	cluster_5	Promoter (<=1kb)	6.050586703	-0.00948528	0.313661549	0.917419504	0.955145607	Gsta1
ENSMUSG00000074194	chr8	85109166	85123095	cluster_5	Promoter (<=1kb)	214.4206818	-0.065770303	0.183480659	0.663893637	0.796056249	Zfp791
ENSMUSG00000074207	chr3	138277644	138290691	cluster_5	Promoter (<=1kb)	1.411457491	0.011383446	0.325996169	0.721911842	.	Adh1
ENSMUSG00000074217	chr8	84010227	84011720	cluster_5	Promoter (<=1kb)	116.8689985	-0.633390895	0.843230554	0.009623866	0.038303533	RP23-61A11.2
ENSMUSG00000074218	chr7	30184170	30186030	cluster_5	Promoter (<=1kb)	99.93005124	0.180485317	0.279515314	0.301918215	0.483113487	Cox7a1
ENSMUSG00000074240	chr8	72204334	72212837	cluster_5	Promoter (<=1kb)	2.66061374	0.055406884	0.330253333	0.271017952	.	Cib3
ENSMUSG00000074256	chr9	61138514	61145259	cluster_5	Distal Intergenic	1.19522792	0.039383581	0.328997695	0.51153466	.	RP24-473A18.2
ENSMUSG00000074256	chr9	61259226	61293809	cluster_5	Distal Intergenic	1.19522792	0.039383581	0.328997695	0.51153466	.	RP24-473A18.2
ENSMUSG00000074259	chr9	59707763	59716424	cluster_5	Promoter (<=1kb)	578.6262056	-0.502009907	0.211760999	0.004354509	0.020277936	Gramd2
ENSMUSG00000074264	chr3	113555951	113574762	cluster_5	Promoter (<=1kb)	758.9662144	-0.576001403	0.109518986	3.4255E-08	7.89231E-07	Amy1
ENSMUSG00000074269	chr9	58652855	58741559	cluster_5	Promoter (<=1kb)	19.35761896	-0.220407287	0.296528013	0.224738833	0.396636001	Rec114
ENSMUSG00000074272	chr7	25461701	25477625	cluster_5	Promoter (<=1kb)	20.06431098	0.084690304	0.309716578	0.513692681	0.677632165	Ceacam1
ENSMUSG00000074274	chr7	25152456	25156630	cluster_5	Promoter (<=1kb)	5.158770381	0.059972092	0.316374149	0.572639635	0.725537215	RP24-312B12.1
ENSMUSG00000074277	chr7	24611327	24629297	cluster_5	Promoter (<=1kb)	2.727588232	0.08145661	0.329332127	0.35331615	.	Phldb3
ENSMUSG00000074340	chr3	105973801	105987423	cluster_5	Promoter (<=1kb)	118.7876966	-0.634849423	0.196370179	0.000217224	0.001675904	Ovgp1
ENSMUSG00000074342	chr3	105925890	105932664	cluster_5	Promoter (<=1kb)	1.591693605	-0.015254931	0.323216072	0.799330751	.	AC121847.1
ENSMUSG00000074364	chr7	15948986	15967535	cluster_5	Promoter (<=1kb)	1724.224975	-0.00719529	0.143151505	0.951008627	0.973334355	Ehd2
ENSMUSG00000074378	chr7	13450840	13473450	cluster_5	Promoter (<=1kb)	1.563070635	-0.032339654	0.32926024	0.527803287	.	Bsph1
ENSMUSG00000074384	chr8	36985572	37024238	cluster_5	Promoter (<=1kb)	177.8050375	0.235565424	0.214684478	0.161942939	0.317166065	RP24-229D22.2
ENSMUSG00000074449	chr8	20337663	20363202	cluster_5	Promoter (<=1kb)	2.714174614	-0.201574136	0.406850953	0.045274328	.	AC152164.2
ENSMUSG00000074452	chr9	35669638	35672889	cluster_5	Promoter (<=1kb)	43.43864845	-0.432397892	0.302802862	0.03769549	0.11005081	Pate2
ENSMUSG00000074457	chr3	90541222	90543151	cluster_5	Promoter (<=1kb)	2734.67592	-0.017226132	0.197851085	0.909432831	0.950166957	S100a16
ENSMUSG00000074483	chr3	88383494	88384466	cluster_5	Promoter (<=1kb)	19.09510274	0.000255656	0.293951812	0.998118868	0.99895837	Bglap
ENSMUSG00000074486	chr3	88377735	88378701	cluster_5	Promoter (<=1kb)	52.74796756	-0.029770741	0.227420824	0.854468054	0.920444873	Bglap2
ENSMUSG00000074505	chr9	15910192	16378231	cluster_5	Promoter (<=1kb)	1939.627412	-0.530248373	0.582610519	0.029008233	0.090264197	Fat3
ENSMUSG00000074521	chr2	177897162	177927850	cluster_5	Promoter (<=1kb)	71.83110084	0.108264036	0.233320523	0.514397393	0.678340604	RP23-275N21.4
ENSMUSG00000074521	chr2	177903063	177925650	cluster_5	Promoter (<=1kb)	71.83110084	0.108264036	0.233320523	0.514397393	0.678340604	RP23-275N21.4
ENSMUSG00000074555	chr2	174125037	174183918	cluster_5	Promoter (<=1kb)	17.61051525	0.223197519	0.403659264	0.097764743	0.222536624	AL669896.1
ENSMUSG00000074570	chr2	172393793	172433757	cluster_5	Promoter (<=1kb)	14.37266818	2.017858827	0.618737712	5.64149E-05	0.000535029	Cass4
ENSMUSG00000074575	chr2	168261697	168269331	cluster_5	Promoter (<=1kb)	634.5190062	-2.780885748	0.219552404	1.82679E-38	2.46361E-35	Kcng1
ENSMUSG00000074577	chr2	167980785	168010593	cluster_5	Promoter (<=1kb)	165.1581005	0.491616359	0.235772368	0.009303295	0.037273985	Fam65c
ENSMUSG00000074591	chr3	57667421	57692537	cluster_5	Promoter (<=1kb)	21.39899299	-0.15331471	0.331904268	0.279285773	0.459696656	Ankub1
ENSMUSG00000074595	chr2	164579518	164585177	cluster_5	Promoter (<=1kb)	10.4623163	0.118854454	0.338988534	0.248735183	0.425690694	Wfdc6a
ENSMUSG00000074604	chr3	51661178	51682674	cluster_5	Promoter (<=1kb)	11.43894037	0.191925021	0.380829154	0.122289314	0.260426416	Mgst2
ENSMUSG00000074607	chr2	163225453	163323102	cluster_5	Promoter (<=1kb)	625.6776633	1.475243452	0.18502326	7.35107E-17	9.41169E-15	Tox2
ENSMUSG00000074623	chr2	160311400	160327494	cluster_5	Promoter (<=1kb)	4.554256644	-0.017520303	0.308429137	0.868507968	.	RP23-333A18.2
ENSMUSG00000074625	chr2	158512795	158550628	cluster_5	Promoter (<=1kb)	5.335283146	0.060884894	0.317294336	0.556467538	0.713378682	Arhgap40
ENSMUSG00000074628	chr2	157087054	157096481	cluster_5	Promoter (<=1kb)	4.729194729	-0.03176006	0.32491151	0.579425129	0.730337773	Tldc2
ENSMUSG00000074637	chr3	34560380	34677993	cluster_5	Promoter (<=1kb)	2542.896731	0.244170888	0.190661571	0.121533378	0.259198597	Sox2
ENSMUSG00000074652	chr2	155611242	155634307	cluster_5	Promoter (<=1kb)	53.31606465	-0.308459355	0.394319406	0.101159312	0.227853438	Myh7b
ENSMUSG00000074676	chr2	152931897	152933208	cluster_5	Promoter (<=1kb)	57.40739581	0.222297573	0.316826245	0.215481012	0.386467364	Foxs1
ENSMUSG00000074678	chr2	152622355	152623053	cluster_5	Promoter (<=1kb)	1.91363306	0.058518066	0.332982242	0.335243542	.	Defb25
ENSMUSG00000074704	chr2	151645403	151668533	cluster_5	Promoter (<=1kb)	13.0338325	0.132530152	0.353319545	0.116013718	0.25046334	Rad21l
ENSMUSG00000074715	chr13	119623818	119654358	cluster_5	Promoter (<=1kb)	178.9315693	0.156035661	0.175061844	0.298528758	0.479561986	Ccl28
ENSMUSG00000074731	chr2	150470990	150485063	cluster_5	Promoter (<=1kb)	5.879199426	-0.147229954	0.362474252	0.089483821	0.209268002	Zfp345
ENSMUSG00000074748	chr10	112726925	112785599	cluster_5	Distal Intergenic	14724.43152	0.433424986	0.127303959	0.000200161	0.001572447	Atxn7l3b
ENSMUSG00000074758	chr2	144173149	144189290	cluster_5	Promoter (<=1kb)	1.279449004	-0.024183537	0.32657593	0.729583185	.	RP23-17O9.4
ENSMUSG00000074764	chr2	140229857	140389710	cluster_5	Promoter (<=1kb)	3.294987761	-0.0424919	0.323650478	0.551194315	.	Sel1l2
ENSMUSG00000074768	chr13	93616890	93637758	cluster_5	Promoter (<=1kb)	3.176060817	0.031376769	0.323416588	0.705162753	.	Bhmt
ENSMUSG00000074793	chr2	131127411	131145983	cluster_5	Promoter (<=1kb)	36.42582147	0.969154644	0.464999675	0.002577239	0.013252404	Hspa12b
ENSMUSG00000074794	chr13	80940402	80948597	cluster_5	Distal Intergenic	3319.673844	0.091184216	0.071382712	0.191411354	0.356503512	Arrdc3
ENSMUSG00000074796	chr2	130684107	130697519	cluster_5	Promoter (<=1kb)	152.4135881	0.044547482	0.200263362	0.780063763	0.874039541	Slc4a11
ENSMUSG00000074817	chr5	142527739	142530076	cluster_5	Promoter (<=1kb)	14.32514901	-0.239362117	0.383823219	0.138043835	0.283099019	Papolb
ENSMUSG00000074867	chr13	62129889	62173936	cluster_5	Promoter (<=1kb)	61.37848137	-0.777014848	0.333316975	0.002193638	0.01162001	Zfp808
ENSMUSG00000074886	chr13	55453105	55453171	cluster_5	Intron (ENSMUST00000099482/ENSMUSG00000074886, intron 10 of 15)	4824.826352	-0.42802496	0.134945711	0.000585667	0.003888237	Grk6
ENSMUSG00000074892	chr16	96235800	96319858	cluster_5	Promoter (<=1kb)	1228.590822	-0.045309629	0.110695606	0.659061283	0.792401231	B3galt5
ENSMUSG00000074895	chr13	54783997	54788458	cluster_5	Promoter (<=1kb)	1.967493382	-0.015056493	0.319947126	0.845620672	.	Eif4e1b
ENSMUSG00000074896	chr19	34583528	34588982	cluster_5	Promoter (<=1kb)	1765.0636	0.282049286	0.23711132	0.111309094	0.243740168	Ifit3
ENSMUSG00000074916	chr2	118926496	118928583	cluster_5	Promoter (<=1kb)	337.6696948	0.373283152	0.196088288	0.022618033	0.07442098	Chst14
ENSMUSG00000074925	chr19	23687399	23721129	cluster_5	Promoter (<=1kb)	188.1695615	-0.937767339	0.199661029	2.76005E-07	5.15065E-06	Ptar1
ENSMUSG00000074945	chr2	112091760	112092699	cluster_5	Promoter (<=1kb)	8.360192228	0.001919308	0.306041283	0.987725973	0.993542421	Olfr1314
ENSMUSG00000074947	chr2	112042076	112043030	cluster_5	Promoter (<=1kb)	2.38544079	-0.043130862	0.32894778	0.355236363	.	Olfr1312
ENSMUSG00000074987	chr2	105076537	105126510	cluster_5	Promoter (<=1kb)	1.111217367	-0.046322584	0.330685472	0.368872738	.	Wt1os
ENSMUSG00000074991	chr16	59407381	59461739	cluster_5	Promoter (<=1kb)	1.481350564	-0.068950085	0.338374435	0.0782384	.	Gabrr3
ENSMUSG00000074997	chr2	104713925	104716290	cluster_5	Promoter (<=1kb)	1.366782051	-0.04189974	0.32996945	0.290823104	.	Pin1rt1
ENSMUSG00000075010	chr19	11047611	11050566	cluster_5	Promoter (<=1kb)	5.85067887	-0.100780691	0.325420861	0.371503706	0.553357519	RP23-52N2.1
ENSMUSG00000075023	chr2	93855359	93869157	cluster_5	Promoter (<=1kb)	5.129553861	-0.076138071	0.33312685	0.181722139	0.344522695	Accsl
ENSMUSG00000075027	chr2	92974905	93046144	cluster_5	Promoter (<=1kb)	33.36310002	-0.924538452	0.531281842	0.005035228	0.022802245	RP23-125F10.5
ENSMUSG00000075027	chr2	93029347	93033445	cluster_5	Promoter (<=1kb)	33.36310002	-0.924538452	0.531281842	0.005035228	0.022802245	RP23-125F10.5
ENSMUSG00000075045	chr10	58234847	58236660	cluster_5	Promoter (<=1kb)	1.383390102	0.00341567	0.321913739	0.945099295	.	Duxf4
ENSMUSG00000075122	chr16	38458932	38486932	cluster_5	Promoter (<=1kb)	115.1944835	-0.420010033	0.259009534	0.031039813	0.095065007	Cd80
ENSMUSG00000075208	chr2	85840856	85841789	cluster_5	Promoter (<=1kb)	2.007292097	-0.034703419	0.331060671	0.238975128	.	Olfr1019
ENSMUSG00000075225	chr10	41538848	41606595	cluster_5	Promoter (<=1kb)	470.3239222	0.426870346	0.186976701	0.007532573	0.031528328	Ccdc162
ENSMUSG00000075256	chr2	79332490	79428988	cluster_5	Promoter (<=1kb)	141.2818498	-0.561907423	0.2440928	0.004221497	0.019786065	Cerkl
ENSMUSG00000075267	chr2	76650272	76658554	cluster_5	Promoter (<=1kb)	11.01284745	0.048698933	0.283421811	0.74286526	0.850641758	Dfnb59
ENSMUSG00000075270	chr2	75991131	76338653	cluster_5	Promoter (<=1kb)	54.2232416	-0.069286896	0.244251475	0.670359587	0.800892044	Pde11a
ENSMUSG00000075272	chr2	75976171	75978179	cluster_5	Promoter (<=1kb)	4.934989051	0.001750862	0.31119072	0.987708757	0.993542421	Ttc30a2
ENSMUSG00000075284	chr2	73429609	73453889	cluster_5	Promoter (<=1kb)	412.338037	0.29756975	0.157333318	0.032029129	0.097343337	Wipf1
ENSMUSG00000075289	chr19	4164323	4175479	cluster_5	Promoter (<=1kb)	300.4003315	-0.173976106	0.2634266	0.307572233	0.489564773	Carns1
ENSMUSG00000075296	chr19	3972327	3981665	cluster_5	Promoter (<=1kb)	47.08807026	0.310303349	0.279855038	0.105882157	0.23526913	Aldh3b2
ENSMUSG00000075297	chr10	22306719	22312942	cluster_5	Intron (ENSMUST00000178026/ENSMUSG00000053219, intron 5 of 5)	321.2251053	-0.82663074	0.237634027	5.01928E-05	0.000485349	H60b
ENSMUSG00000075307	chr2	69670119	69684239	cluster_5	Promoter (<=1kb)	7.023483336	0.0365154	0.302975996	0.766051416	0.865965583	Klhl41
ENSMUSG00000075316	chr2	66440879	66547472	cluster_5	Promoter (<=1kb)	21.20207413	-0.006934299	0.27131836	0.961768786	0.979391934	Scn9a
ENSMUSG00000075316	chr2	66480080	66634962	cluster_5	Promoter (<=1kb)	21.20207413	-0.006934299	0.27131836	0.961768786	0.979391934	Scn9a
ENSMUSG00000075324	chr2	63971507	64098038	cluster_5	Promoter (<=1kb)	15.04618311	-0.072941238	0.285931243	0.622597172	0.764396706	Fign
ENSMUSG00000075327	chr10	4367073	4388108	cluster_5	Promoter (<=1kb)	509.1016887	0.186172767	0.132353422	0.124085802	0.263201336	Zbtb2
ENSMUSG00000075330	chr16	19876567	19884274	cluster_5	Promoter (<=1kb)	14.37102626	-0.002876368	0.282086984	0.982032689	0.990382611	RP23-238F5.3
ENSMUSG00000075370	chr16	16860670	16863985	cluster_5	Promoter (<=1kb)	3.926982054	-0.036399178	0.316876499	0.686263398	.	Igll1
ENSMUSG00000075394	chr15	103034394	103036852	cluster_5	Promoter (<=1kb)	1.219943636	-0.021434882	0.32166095	0.76132629	.	Hoxc4
ENSMUSG00000075402	chr15	101884350	101892920	cluster_5	Promoter (<=1kb)	1.169998145	0.003991078	0.326925543	0.926429687	.	Krt76
