Chrom	Start	End	X17_67124392_67124520	X18.2852730981878	X.0.22270934926077202	X0.24577446659602803	X0.569318191041132	ENSMUSG00000033278.10	Ptprm	intron	ENSMUSG00000033278.10.1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr15	38518196	38518517	15_38518196_38518517	229.708605881851	-0.100520442992189	0.493998635629908	0.762491474681256	ENSMUSG00000037458.15	Azin1	promoter-TSS	ENSMUSG00000037458.15	Promoter (<=1kb)	15	38500436	38518221	17786	2	ENSMUST00000127848	0	ENSMUSG00000037458	ENSMUSG00000037458
chr1	191575480	191575811	1_191575480_191575811	243.220127965812	0.149870856407052	0.32045692256529	0.636763350135848	ENSMUSG00000037461.10	Ints7	promoter-TSS	ENSMUSG00000037461.10	Promoter (<=1kb)	1	191575763	191622672	46910	1	ENSMUST00000045450	0	ENSMUSG00000037461	ENSMUSG00000037461
chr7	143685751	143685976	7_143685751_143685976	52.1350039953905	-0.26265333357622	0.212083214334419	0.534958734231334	ENSMUSG00000037613.16	Tnfrsf23	promoter-TSS	ENSMUSG00000037613.16	Promoter (<=1kb)	7	143665809	143685872	20064	2	ENSMUST00000035742	0	ENSMUSG00000037613	ENSMUSG00000037613
chr14	41160952	41161241	14_41160952_41161241	52.207501723163	-0.0768426032179788	0.716756010904319	0.887599029028905	ENSMUSG00000037780.3	Mbl1	Intergenic	Intergenic	Distal Intergenic	14	41151456	41158959	7504	1	ENSMUST00000047095	9497	ENSMUSG00000037780	ENSMUSG00000037780
chr5	25499517	25499878	5_25499517_25499878	212.03633078071	0.153966819844081	0.309700854559528	0.628761658141103	ENSMUSG00000038056.15	Kmt2c	promoter-TSS	ENSMUSG00000038056.15	Promoter (<=1kb)	5	25382632	25498783	116152	2	ENSMUST00000172626	-735	ENSMUSG00000038056	ENSMUSG00000038056
chr6	54681415	54681810	6_54681415_54681810	226.50940114925	0.0416768841669015	0.776760837847277	0.914859543263352	ENSMUSG00000101651.1	RP23-13A15.5	promoter-TSS	ENSMUSG00000038065.13	Promoter (<=1kb)	6	54681772	54700406	18635	1	ENSMUST00000046276	0	ENSMUSG00000038065	ENSMUSG00000038065
chr16	29735003	29735188	16_29735003_29735188	38.9616024855501	-0.116327063265225	0.585971034199443	0.820410872985031			Intergenic	Intergenic	Distal Intergenic	16	29616625	29618707	2083	1	ENSMUST00000160101	118379	ENSMUSG00000038084	ENSMUSG00000038084
chr9	35402613	35403011	9_35402613_35403011	111.666273568567	-0.106935488741015	0.560927035486614	0.805262775028548			Intergenic	Intergenic	Distal Intergenic	9	35421128	35455365	34238	1	ENSMUST00000151682	-18117	ENSMUSG00000038119	ENSMUSG00000038119
chr8	47242602	47242937	8_47242602_47242937	227.610484130257	0.181891301461244	0.218902862721802	0.542105347964451	ENSMUSG00000038143.16	Stox2	promoter-TSS	ENSMUSG00000038143.16	Intron (ENSMUST00000079195/ENSMUSG00000038143, intron 1 of 3)	8	47180048	47289402	109355	2	ENSMUST00000079195	46465	ENSMUSG00000038143	ENSMUSG00000038143
chr3	97868194	97868326	3_97868194_97868326	28.9537138320327	-0.174343669282263	0.409883613393708	0.703570396117796	ENSMUSG00000038170.15	Pde4dip	promoter-TSS	ENSMUSG00000038170.15	Promoter (<=1kb)	3	97746693	97868248	121556	2	ENSMUST00000107038	0	ENSMUSG00000038170	ENSMUSG00000038170
chr11	74897931	74898075	11_74897931_74898075	40.3917848577448	0.0251824959030241	0.906187939910625	0.965922519921867	ENSMUSG00000038351.14	Sgsm2	promoter-TSS	ENSMUSG00000038335.13	Promoter (<=1kb)	11	74898071	74904940	6870	1	ENSMUST00000155702	0	ENSMUSG00000038335	ENSMUSG00000038335
chr10	41288909	41289054	10_41288909_41289054	38.2486085600537	-0.199310256817569	0.3512370403884	0.66223842617666	ENSMUSG00000038417.4	Fig4	intron	ENSMUSG00000038417.4	Intron (ENSMUST00000043814/ENSMUSG00000038417, intron 1 of 22)	10	41188172	41303241	115070	2	ENSMUST00000043814	14187	ENSMUSG00000038417	ENSMUSG00000038417
chr7	81762798	81763007	7_81762798_81763007	74.4274328411427	-0.14537869241847	0.476474360005154	0.750762373248592	ENSMUSG00000038646.13	Fam103a1	promoter-TSS	ENSMUSG00000038646.13	Promoter (<=1kb)	7	81762925	81769491	6567	1	ENSMUST00000042166	0	ENSMUSG00000038646	ENSMUSG00000038646
chr6	37245876	37246003	6_37245876_37246003	33.661067080152	0.21252569806056	0.319504698738696	0.636146406337402	ENSMUSG00000038665.15	Dgki	intron	ENSMUSG00000038665.15	Intron (ENSMUST00000101532/ENSMUSG00000038665, intron 1 of 33)	6	36847156	37299637	452482	2	ENSMUST00000042075	53634	ENSMUSG00000038665	ENSMUSG00000038665
chr8	108628921	108629088	8_108628921_108629088	26.404758921308	0.041359638155157	0.843324094697883	0.942387221403301	ENSMUSG00000038872.10	Zfhx3	intron	ENSMUSG00000038872.10	Distal Intergenic	8	108714644	108961636	246993	1	ENSMUST00000043896	-85556	ENSMUSG00000038872	ENSMUSG00000038872
chr9	22071276	22071510	9_22071276_22071510	153.175960592805	0.0908577136663794	0.592293326612233	0.823260807494785	ENSMUSG00000066839.12	Ecsit	promoter-TSS	ENSMUSG00000038895.16	Promoter (<=1kb)	9	22055460	22071345	15886	2	ENSMUST00000043922	0	ENSMUSG00000038895	ENSMUSG00000038895
chr7	140137500	140137695	7_140137500_140137695	78.4803272053608	-0.0683084508131072	0.73190111441578	0.894821475477824	ENSMUSG00000025464.15	Paox	promoter-TSS	ENSMUSG00000039018.15	Promoter (<=1kb)	7	140137564	140150786	13223	1	ENSMUST00000036977	0	ENSMUSG00000039018	ENSMUSG00000039018
chr13	36727244	36727393	13_36727244_36727393	31.230445849593	0.25313604513313	0.229567538365584	0.552923217362315	ENSMUSG00000039114.16	Nrn1	promoter-TSS	ENSMUSG00000114708.1	Intron (ENSMUST00000037623/ENSMUSG00000039114, intron 2 of 2)	13	36726458	36730668	4211	2	ENSMUST00000122286	3275	ENSMUSG00000039114	ENSMUSG00000039114
chr9	118606581	118606709	9_118606581_118606709	39.0104550037414	-0.0615922862170272	0.773399944540321	0.913427507941266	ENSMUSG00000039115.13	Itga9	promoter-TSS	ENSMUSG00000039115.13	Promoter (<=1kb)	9	118606690	118901003	294314	1	ENSMUST00000044165	0	ENSMUSG00000039115	ENSMUSG00000039115
chr1	72833544	72833762	1_72833544_72833762	33.0986681913305	0.015009919600291	0.943161661520716	0.979933603869031	ENSMUSG00000039323.18	Igfbp2	intron	ENSMUSG00000039323.18	Intron (ENSMUST00000047328/ENSMUSG00000039323, intron 1 of 3)	1	72825322	72852467	27146	1	ENSMUST00000120564	8223	ENSMUSG00000039323	ENSMUSG00000039323
chr7	90129796	90130394	7_90129796_90130394	432.212631124301	-0.0021300699298578	0.985721324610552	0.994886789934143	ENSMUSG00000097162.2	RP24-344N22.1	promoter-TSS	ENSMUSG00000039361.11	Promoter (<=1kb)	7	90130232	90209447	79216	1	ENSMUST00000049537	0	ENSMUSG00000039361	ENSMUSG00000039361
chr5	43107903	43108217	5_43107903_43108217	48.7530429350995	-0.0316211878439221	0.882165605370645	0.957716514927487			Intergenic	Intergenic	Distal Intergenic	5	43233463	43289724	56262	1	ENSMUST00000166713	-125246	ENSMUSG00000039782	ENSMUSG00000039782
chr15	5244172	5244340	15_5244172_5244340	52.8333369481948	-0.102561713557336	0.626226182580513	0.840433259673378	ENSMUSG00000039942.15	Ptger4	promoter-TSS	ENSMUSG00000039942.15	Promoter (<=1kb)	15	5233399	5244187	10789	2	ENSMUST00000047379	0	ENSMUSG00000039942	ENSMUSG00000039942
chr9	108263751	108264098	9_108263751_108264098	253.925095589301	-0.19074029877056	0.217303280483112	0.540510688466041	ENSMUSG00000039952.15	Dag1	promoter-TSS	ENSMUSG00000039952.15	Promoter (<=1kb)	9	108205955	108263918	57964	2	ENSMUST00000166905	0	ENSMUSG00000039952	ENSMUSG00000039952
chr4	34882892	34883069	4_34882892_34883069	91.2073708040033	0.0889503118008985	0.645427358487738	0.850116716593938	ENSMUSG00000039967.14	Zfp292	promoter-TSS	ENSMUSG00000039967.14	Promoter (<=1kb)	4	34803113	34882930	79818	2	ENSMUST00000098163	0	ENSMUSG00000039967	ENSMUSG00000039967
chr19	12501551	12501803	19_12501551_12501803	128.978652063656	-0.0529965096105582	0.766131259948657	0.910329571002783	ENSMUSG00000039982.7	Dtx4	exon	ENSMUSG00000039982.7	Promoter (<=1kb)	19	12466341	12501996	35656	2	ENSMUST00000045521	193	ENSMUSG00000039982	ENSMUSG00000039982
chr19	12484391	12484559	19_12484391_12484559	42.8578938445576	-0.11413205662591	0.592409965075807	0.823260807494785	ENSMUSG00000039982.7	Dtx4	intron	ENSMUSG00000039982.7	Intron (ENSMUST00000045521/ENSMUSG00000039982, intron 4 of 8)	19	12466341	12501996	35656	2	ENSMUST00000045521	17437	ENSMUSG00000039982	ENSMUSG00000039982
chr2	119029371	119029539	2_119029371_119029539	68.8669934339721	0.167004814269372	0.411912594783473	0.705156279409885	ENSMUSG00000039983.13	Ccdc32	promoter-TSS	ENSMUSG00000039983.13	Promoter (<=1kb)	2	119017779	119029393	11615	2	ENSMUST00000036470	0	ENSMUSG00000039983	ENSMUSG00000039983
chr6	146795974	146796100	6_146795974_146796100	31.5946830969295	-0.138064684507734	0.516841573358683	0.777946985036773	ENSMUSG00000040187.15	Arntl2	promoter-TSS	ENSMUSG00000040187.15	Promoter (<=1kb)	6	146796055	146805578	9524	1	ENSMUST00000123444	0	ENSMUSG00000040187	ENSMUSG00000040187
chr4	32573542	32573754	4_32573542_32573754	69.5214289933716	-0.0986762909747793	0.627592697828768	0.84100327813078	ENSMUSG00000040270.16	Bach2	intron	ENSMUSG00000040270.16	Promoter (1-2kb)	4	32574931	32579838	4908	1	ENSMUST00000125263	-1177	ENSMUSG00000040270	ENSMUSG00000040270
chr3	8666921	8667637	3_8666921_8667637	569.547626646787	0.000123294586532187	0.999028390828761	0.99947017222772	ENSMUSG00000040289.8	Hey1	promoter-TSS	ENSMUSG00000040289.8	Promoter (<=1kb)	3	8663362	8667039	3678	2	ENSMUST00000042412	0	ENSMUSG00000040289	ENSMUSG00000040289
chr17	71616073	71616264	17_71616073_71616264	100.203804297308	0.20408931054156	0.290977063407616	0.614238289928064	ENSMUSG00000041057.9	Wdr43	promoter-TSS	ENSMUSG00000041057.9	Promoter (<=1kb)	17	71616215	71659031	42817	1	ENSMUST00000047086	0	ENSMUSG00000041057	ENSMUSG00000041057
chr19	36534863	36535152	19_36534863_36535152	61.2043459199474	-0.200219475783089	0.339994685997453	0.653493466163309			Intergenic	Intergenic	Distal Intergenic	19	36554639	36621132	66494	1	ENSMUST00000139215	-19487	ENSMUSG00000041180	ENSMUSG00000041180
chr3	129536203	129536534	3_129536203_129536534	320.420595981418	0.0796330662353014	0.565754988897608	0.808308848483391	ENSMUSG00000041220.10	Elovl6	intron	ENSMUSG00000041220.10	Intron (ENSMUST00000071402/ENSMUSG00000041220, intron 2 of 4)	3	129532386	129638495	106110	1	ENSMUST00000071402	3818	ENSMUSG00000041220	ENSMUSG00000041220
chr17	43241288	43241412	17_43241288_43241412	26.5771543225112	-0.142624037992592	0.490751797829789	0.76054609794446			Intergenic	Intergenic	Distal Intergenic	17	43270329	43324737	54409	1	ENSMUST00000047399	-28917	ENSMUSG00000041293	ENSMUSG00000041293
chr12	105685081	105685393	12_105685081_105685393	90.348670703734	0.100391032961356	0.615821292831945	0.835593088129766	ENSMUSG00000041341.10	Atg2b	promoter-TSS	ENSMUSG00000044715.7	Promoter (<=1kb)	12	105613539	105685241	71703	2	ENSMUST00000041055	0	ENSMUSG00000041341	ENSMUSG00000041341
chr4	137664684	137664825	4_137664684_137664825	26.656772036203	0.0589217553894819	0.776334776722925	0.914746921962477	ENSMUSG00000041351.16	Rap1gap	promoter-TSS	ENSMUSG00000041351.16	Promoter (<=1kb)	4	137664726	137716570	51845	1	ENSMUST00000139831	0	ENSMUSG00000041351	ENSMUSG00000041351
chr1	163994672	163994948	1_163994672_163994948	75.7765757635555	0.0573668805990259	0.775303934755138	0.914133963965357	ENSMUSG00000041396.13	Mettl18	promoter-TSS	ENSMUSG00000041406.14	Promoter (<=1kb)	1	163994889	163997243	2355	1	ENSMUST00000045694	0	ENSMUSG00000041396	ENSMUSG00000041396
chrX	157732090	157732232	X_157732090_157732232	39.3151500954573	0.218133667589346	0.30734153274346	0.6264443159192	ENSMUSG00000041476.12	Smpx	intron	ENSMUSG00000041476.12	Intron (ENSMUST00000038007/ENSMUSG00000041476, intron 4 of 5)	20	157720426	157752283	31858	1	ENSMUST00000126418	11665	ENSMUSG00000041476	ENSMUSG00000041476
chr12	102757583	102758039	12_102757583_102758039	243.699659416696	0.0252472545724857	0.859802696685814	0.948977449023641	ENSMUSG00000041716.7	RP24-234J3.3	promoter-TSS	ENSMUSG00000098530.1	Promoter (<=1kb)	12	102757975	102777701	19727	1	ENSMUST00000046404	0	ENSMUSG00000041712	ENSMUSG00000041712
chr9	62526476	62526751	9_62526476_62526751	70.2959475527256	-0.209264656640939	0.311534548394883	0.630308745991387	ENSMUSG00000041729.15	Coro2b	intron	ENSMUSG00000041729.15	Intron (ENSMUST00000048043/ENSMUSG00000041729, intron 1 of 11)	9	62432494	62520436	87943	2	ENSMUST00000173171	-6041	ENSMUSG00000041729	ENSMUSG00000041729
chr2	71055525	71055788	2_71055525_71055788	97.2089435763236	0.128402645666916	0.498898261149756	0.766132797845407	ENSMUSG00000041966.18	Dcaf17	promoter-TSS	ENSMUSG00000041966.18	Promoter (<=1kb)	2	71055744	71095858	40115	1	ENSMUST00000154704	0	ENSMUSG00000041966	ENSMUSG00000041966
chr7	129801542	129801757	7_129801542_129801757	37.8705323414	-0.202245140561281	0.344323990484194	0.656871104293859			Intergenic	Intergenic	Distal Intergenic	7	129629033	129633671	4639	1	ENSMUST00000136560	172510	ENSMUSG00000042055	ENSMUSG00000042055
chr15	80254943	80255284	15_80254943_80255284	258.536778684568	0.137884271227928	0.330797103501993	0.645752823582891	ENSMUSG00000042406.8	Atf4	promoter-TSS	ENSMUSG00000042406.8	Promoter (<=1kb)	15	80255184	80257540	2357	1	ENSMUST00000109605	0	ENSMUSG00000042406	ENSMUSG00000042406
chr3	89266469	89266612	3_89266469_89266612	27.4830782814241	-0.0460313135534422	0.82703323847143	0.936151683334274	ENSMUSG00000042737.9	Dpm3	promoter-TSS	ENSMUSG00000042737.9	Promoter (<=1kb)	3	89266552	89267077	526	1	ENSMUST00000040824	0	ENSMUSG00000042737	ENSMUSG00000042737
chr4	152257173	152257303	4_152257173_152257303	24.2823014492014	-0.0155503614231982	0.940233369088548	0.979146317050392	ENSMUSG00000028937.14	Acot7	intron	ENSMUSG00000028937.14	Intron (ENSMUST00000075363/ENSMUSG00000028937, intron 7 of 8)	4	152274232	152285337	11106	1	ENSMUST00000105650	-16929	ENSMUSG00000042804	ENSMUSG00000042804
chr3	146101198	146101390	3_146101198_146101390	33.3617529519401	-0.108985152940628	0.60949576910447	0.831938992427261	ENSMUSG00000043020.13	Wdr63	intron	ENSMUSG00000043020.13	Intron (ENSMUST00000160285/ENSMUSG00000043020, intron 3 of 22)	3	146040526	146108130	67605	2	ENSMUST00000160285	6740	ENSMUSG00000043020	ENSMUSG00000043020
chr1	106171324	106171843	1_106171324_106171843	554.822563758099	0.13425217060353	0.195175127008568	0.515157070072898	ENSMUSG00000101583.1	RP24-339K18.2	promoter-TSS	ENSMUSG00000101583.1	Promoter (<=1kb)	1	106171752	106287406	115655	1	ENSMUST00000135810	0	ENSMUSG00000044340	ENSMUSG00000044340
chr17	10319627	10319995	17_10319627_10319995	212.648091740636	0.138308441917748	0.361050729644598	0.669730803364301	ENSMUSG00000062078.14	Qk	promoter-TSS	ENSMUSG00000062078.14	Promoter (<=1kb)	17	10319945	10320229	285	2	ENSMUST00000053066	234	ENSMUSG00000044407	ENSMUSG00000044407
chr1	97661921	97662214	1_97661921_97662214	188.094428392214	-0.01605850831947	0.918688017431255	0.971660806824046	ENSMUSG00000044768.16	AC099860.1	promoter-TSS	ENSMUSG00000044768.16	Promoter (<=1kb)	1	97643903	97662074	18172	2	ENSMUST00000053033	0	ENSMUSG00000044768	ENSMUSG00000044768
chr14	20082771	20083234	14_20082771_20083234	110.207308479109	-0.0432930973275814	0.819462242736365	0.932771679651837	ENSMUSG00000045107.5	Saysd1	exon	ENSMUSG00000045107.5	Promoter (<=1kb)	14	20075646	20083172	7527	2	ENSMUST00000059666	0	ENSMUSG00000045107	ENSMUSG00000045107
chr13	34130197	34130626	13_34130197_34130626	335.114043808499	-0.152895836704936	0.23001016291831	0.55332422325175	ENSMUSG00000045136.6	Tubb2b	promoter-TSS	ENSMUSG00000045136.6	Promoter (<=1kb)	13	34127008	34130354	3347	2	ENSMUST00000075774	0	ENSMUSG00000045136	ENSMUSG00000045136
chr6	83349340	83349585	6_83349340_83349585	67.7298891976502	0.181969440877982	0.374811150699256	0.68049652729513	ENSMUSG00000045160.14	Bola3	promoter-TSS	ENSMUSG00000045160.14	Promoter (<=1kb)	6	83349446	83360136	10691	1	ENSMUST00000136501	0	ENSMUSG00000045160	ENSMUSG00000045160
chr9	20385083	20385326	9_20385083_20385326	118.374257103694	-0.09921749425981	0.587070453693803	0.820913407937442	ENSMUSG00000110910.1	RP24-316F13.7	promoter-TSS	ENSMUSG00000045519.15	Promoter (<=1kb)	9	20345136	20385177	40042	2	ENSMUST00000068079	0	ENSMUSG00000045519	ENSMUSG00000045519
chr3	104864349	104864626	3_104864349_104864626	68.5417126096259	0.083960986376393	0.68362283959015	0.870740371000525	ENSMUSG00000070372.11	Capza1	promoter-TSS	ENSMUSG00000045576.16	Promoter (<=1kb)	3	104864503	104926860	62358	1	ENSMUST00000059271	0	ENSMUSG00000045576	ENSMUSG00000045576
chr18	62179907	62180177	18_62179907_62180177	99.9832023751812	-0.14739117548295	0.436128731187983	0.724339268843042	ENSMUSG00000045730.3	Adrb2	promoter-TSS	ENSMUSG00000054589.1	Promoter (<=1kb)	18	62177817	62179959	2143	2	ENSMUST00000053640	0	ENSMUSG00000045730	ENSMUSG00000045730
chr7	120677483	120677688	7_120677483_120677688	43.5340750190345	-0.0992362518071386	0.640779967337918	0.848277051975912	ENSMUSG00000097343.2	RP23-17C12.6	promoter-TSS	ENSMUSG00000046096.7	Promoter (<=1kb)	7	120677620	120734854	57235	1	ENSMUST00000060175	0	ENSMUSG00000046096	ENSMUSG00000046096
chr18	66291779	66291925	18_66291779_66291925	57.5316297240311	-0.159350864156871	0.448645382262983	0.731491226996584	ENSMUSG00000046318.15	Ccbe1	promoter-TSS	ENSMUSG00000046318.15	Promoter (<=1kb)	18	66056855	66291788	234934	2	ENSMUST00000061103	0	ENSMUSG00000046318	ENSMUSG00000046318
chr6	86438595	86438921	6_86438595_86438921	93.8527589648713	0.0955387556676258	0.632891437310448	0.844692497528038	ENSMUSG00000046679.16	RP23-281H4.3	promoter-TSS	ENSMUSG00000046679.16	Promoter (<=1kb)	6	86438692	86470388	31697	1	ENSMUST00000113700	0	ENSMUSG00000046679	ENSMUSG00000046679
chr11	95009672	95009931	11_95009672_95009931	83.0135281648693	-0.226167455362225	0.260696095591902	0.585779879759521	ENSMUSG00000047181.12	Samd14	promoter-TSS	ENSMUSG00000047181.12	Promoter (<=1kb)	11	95009879	95026087	16209	1	ENSMUST00000055947	0	ENSMUSG00000047181	ENSMUSG00000047181
chr9	7176987	7177158	9_7176987_7177158	53.189213017859	-0.0141425449950473	0.94651340482289	0.98120691592083	ENSMUSG00000047193.16	Dync2h1	promoter-TSS	ENSMUSG00000047193.16	Promoter (<=1kb)	9	6928503	7177046	248544	2	ENSMUST00000048417	0	ENSMUSG00000047193	ENSMUSG00000047193
chr6	128597170	128597342	6_128597170_128597342	58.8514981524426	0.0434168192975633	0.834832813557725	0.938927527373685			Intergenic	Intergenic	Distal Intergenic	6	128539822	128581606	41785	2	ENSMUST00000060574	-15565	ENSMUSG00000047228	ENSMUSG00000047228
chr6	24956331	24956658	6_24956331_24956658	91.2756068556401	-0.0775002140745955	0.699716035645901	0.878563736785262	ENSMUSG00000048022.11	Tmem229a	promoter-TSS	ENSMUSG00000048022.11	Promoter (<=1kb)	6	24951141	24956125	4985	2	ENSMUST00000127247	-207	ENSMUSG00000048022	ENSMUSG00000048022
chr19	25672248	25672416	19_25672248_25672416	47.6364700068213	-0.0581267381444749	0.784407915944224	0.917843159563589	ENSMUSG00000101089.1	RP23-82C19.2	promoter-TSS	ENSMUSG00000101089.1	Promoter (<=1kb)	19	25672420	25679010	6591	1	ENSMUST00000053068	-4	ENSMUSG00000048138	ENSMUSG00000048138
chr10	42277599	42278334	10_42277599_42278334	524.040830928133	0.130077577063867	0.228737911264771	0.551853772150759	ENSMUSG00000048756.11	Foxo3	Intergenic	Intergenic	Promoter (<=1kb)	10	42247431	42276755	29325	2	ENSMUST00000105501	-845	ENSMUSG00000048756	ENSMUSG00000048756
chr13	25362473	25362686	13_25362473_25362686	42.8654408852548	-0.0625702073770862	0.769122186458254	0.911555632433399			Intergenic	Intergenic	Distal Intergenic	13	25270035	25270502	468	2	ENSMUST00000126348	-91972	ENSMUSG00000048978	ENSMUSG00000048978
chr4	74013281	74013721	4_74013281_74013721	80.1731630399383	-0.241944895362904	0.226843412878781	0.549631916936858	ENSMUSG00000049122.17	Frmd3	promoter-TSS	ENSMUSG00000049122.17	Promoter (<=1kb)	4	74013442	74202214	188773	1	ENSMUST00000098006	0	ENSMUSG00000049122	ENSMUSG00000049122
chr5	71381576	71381717	5_71381576_71381717	21.873584892114	-0.122132515175716	0.542908700280285	0.795222243388768			Intergenic	Intergenic	Distal Intergenic	5	71442824	71548205	105382	2	ENSMUST00000050129	166488	ENSMUSG00000049387	ENSMUSG00000049387
chr5	135264262	135264452	5_135264262_135264452	38.0802788305474	-0.182325961973328	0.392852720786289	0.693102398886934	ENSMUSG00000106913.1	RP23-240H6.2	promoter-TSS	ENSMUSG00000106913.1	Distal Intergenic	5	135248938	135251230	2293	2	ENSMUST00000062572	-13033	ENSMUSG00000049551	ENSMUSG00000049551
chr9	78553115	78553244	9_78553115_78553244	25.5039307477546	0.253269225360675	0.216320010169011	0.539641163269292	ENSMUSG00000049624.14	Slc17a5	intron	ENSMUSG00000049624.14	Intron (ENSMUST00000052441/ENSMUSG00000049624, intron 8 of 10)	9	78536506	78588015	51510	2	ENSMUST00000117645	34771	ENSMUSG00000049624	ENSMUSG00000049624
chr8	9976230	9976608	8_9976230_9976608	278.58409846685	0.100249637405011	0.48074242058909	0.753663912432597	ENSMUSG00000049717.9	Lig4	promoter-TSS	ENSMUSG00000049717.9	Promoter (<=1kb)	8	9970020	9976323	6304	2	ENSMUST00000095476	0	ENSMUSG00000049717	ENSMUSG00000049717
chr11	58322886	58323558	11_58322886_58323558	212.08677347148	0.0112314586083352	0.941507824783427	0.979501933055341	ENSMUSG00000087347.1	RP23-386K17.3	promoter-TSS	ENSMUSG00000049755.14	Promoter (<=1kb)	11	58315114	58323346	8233	2	ENSMUST00000064786	0	ENSMUSG00000049755	ENSMUSG00000049755
chr5	67532894	67533158	5_67532894_67533158	65.972747457205	0.0122120682034259	0.953075025646394	0.983724738029833			Intergenic	Intergenic	Distal Intergenic	5	67607883	67613992	6110	1	ENSMUST00000087241	-74725	ENSMUSG00000050010	ENSMUSG00000050010
chr16	17233409	17233663	16_17233409_17233663	78.1589399671892	-0.0630920769602775	0.752170566725496	0.903490526282976	ENSMUSG00000116743.1	RP23-322A15.4	promoter-TSS	ENSMUSG00000050240.16	Promoter (<=1kb)	16	17233572	17263430	29859	1	ENSMUST00000090190	0	ENSMUSG00000050240	ENSMUSG00000050240
chr16	20693160	20693451	16_20693160_20693451	206.733786842818	-0.0284792596874624	0.858614295019374	0.94863429308578	ENSMUSG00000045983.16	Eif4g1	promoter-TSS	ENSMUSG00000050821.14	Promoter (<=1kb)	16	20693282	20699283	6002	1	ENSMUST00000149543	0	ENSMUSG00000050821	ENSMUSG00000050821
chr3	131365179	131365356	3_131365179_131365356	39.5269165417155	-0.284193888906881	0.183699721207406	0.501982130445536	ENSMUSG00000050931.7	Sgms2	intron	ENSMUSG00000050931.7	Distal Intergenic	3	131342110	131344940	2831	2	ENSMUST00000126569	-20240	ENSMUSG00000050931	ENSMUSG00000050931
chr2	168207176	168207564	2_168207176_168207564	150.934422666455	-0.161201732921065	0.349726598916499	0.660883286909379	ENSMUSG00000051149.15	Adnp	promoter-TSS	ENSMUSG00000051149.15	Promoter (<=1kb)	2	168180986	168207112	26127	2	ENSMUST00000088001	-65	ENSMUSG00000051149	ENSMUSG00000051149
chr5	34903140	34903264	5_34903140_34903264	24.7328641789748	-0.139500160661987	0.496144603623633	0.764174594022246	ENSMUSG00000029104.15	Htt	intron	ENSMUSG00000029104.15	Exon (ENSMUST00000080036/ENSMUSG00000029104, exon 61 of 67)	5	34915915	34923839	7925	1	ENSMUST00000050535	-12651	ENSMUSG00000051246	ENSMUSG00000051246
chr18	37644138	37644334	18_37644138_37644334	154.380818482119	-0.0125631218849667	0.940427222902429	0.979158122060798	ENSMUSG00000102836.1	RP23-407E2.5	promoter-TSS	ENSMUSG00000051316.8	Promoter (<=1kb)	18	37640902	37644204	3303	2	ENSMUST00000066272	0	ENSMUSG00000051316	ENSMUSG00000051316
chr7	93006891	93007150	7_93006891_93007150	34.9244642545111	0.00295194916477906	0.988973838951048	0.995573053678556	ENSMUSG00000108994.1	RP24-303J15.2	promoter-TSS	ENSMUSG00000097644.1	Distal Intergenic	7	93079879	93081715	1837	1	ENSMUST00000051179	-72729	ENSMUSG00000051515	ENSMUSG00000051515
chr6	121039473	121039731	6_121039473_121039731	74.0143588324977	0.176385624850238	0.386413721512484	0.688116781118608	ENSMUSG00000051586.16	Mical3	intron	ENSMUSG00000051586.16	Intron (ENSMUST00000077159/ENSMUSG00000003178, intron 3 of 17)	6	120958343	121003153	44811	2	ENSMUST00000150503	-36321	ENSMUSG00000051586	ENSMUSG00000051586
chr8	126422261	126422546	8_126422261_126422546	155.57801591325	0.00729601403247885	0.965851634107578	0.98866452492088	ENSMUSG00000051671.7	Coa6	promoter-TSS	ENSMUSG00000051671.7	Promoter (<=1kb)	8	126422501	126425434	2934	1	ENSMUST00000059093	0	ENSMUSG00000051671	ENSMUSG00000051671
chr7	4752986	4753195	7_4752986_4753195	86.0104778083735	-0.186681379377266	0.344661839649473	0.657160170205087	ENSMUSG00000051811.14	Cox6b2	promoter-TSS	ENSMUSG00000051811.14	Promoter (<=1kb)	7	4751794	4753094	1301	2	ENSMUST00000063324	0	ENSMUSG00000051811	ENSMUSG00000051811
chr15	42962836	42962962	15_42962836_42962962	28.6686727031196	0.153552568360388	0.46824889082009	0.74544792073623			Intergenic	Intergenic	Distal Intergenic	15	43020811	43170818	150008	2	ENSMUST00000063492	207856	ENSMUSG00000051920	ENSMUSG00000051920
chr8	14090233	14090579	8_14090233_14090579	118.909475583763	0.0250686618066069	0.891784130848694	0.961024547711454	ENSMUSG00000051978.9	Erich1	promoter-TSS	ENSMUSG00000074461.2	Promoter (<=1kb)	8	14027565	14090327	62763	2	ENSMUST00000110813	0	ENSMUSG00000051978	ENSMUSG00000051978
chr4	120248868	120249275	4_120248868_120249275	149.148380575894	-0.0680757749762021	0.687425374352118	0.87274238952828			Intergenic	Intergenic	Distal Intergenic	4	120267079	120287349	20271	2	ENSMUST00000102656	38074	ENSMUSG00000052135	ENSMUSG00000052135
